catalog,vizier_source,vizier_table,recno,XMMXCS,Name,RAJ2000,DEJ2000,Counts,z,r_z,n_z,TX,e_TX,E_TX,OName,n_zoo,zoo,L500,e_L500,E_L500,R500,e_R500,E_R500,L200,e_L200,E_L200,R200,e_R200,E_R200,Simbad,RA_deg,Dec_deg
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,246,J101507.8+493151.5,J1015.1+4931,153.7825,49.530972,413.3,0.38,Lit,spec,1.3,0.3,0.6,RX J1015.1+4931,DR7,s,0.21,1e+20,1e+20,356,49,86,0.198,1e+20,1e+20,540,75,130,Simbad,153.7825,49.530972
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,247,J101931.4+080344.5,J1019.5+0803,154.880833,8.062361,441.6,0.16,LRG,spec,2.7,0.6,1.0,MaxBCG J154.88074+08.06467,NXS,g,0.273,0.179,0.301,673,84,130,0.309,0.215,0.61,1021,127,198,Simbad,154.880833,8.062361
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,248,J102133.7+213748.8,J1021.5+2137,155.390417,21.630222,1166.0,0.19,LRG,spec,1.9,0.2,0.3,,DR7,s,0.245,0.138,0.372,540,27,40,0.286,0.179,0.895,819,41,61,Simbad,155.390417,21.630222
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,249,J102136.9+125643.2,J1021.6+1256,155.40375,12.945333,109.1,0.33,Spec,spec,2.4,0.5,0.9,,DR7,s,0.3,0.146,0.244,540,72,105,0.419,0.262,0.616,819,110,159,Simbad,155.40375,12.945333
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,250,J102400.4+040222.6,J1024.0+0402,156.001667,4.039611,261.3,0.48,DR7,phot,2.0,0.2,0.2,BLOX J1024.0+0402.2,DR7,s,0.269,0.134,0.11,410,27,27,0.352,0.217,0.677,622,42,42,Simbad,156.001667,4.039611
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,251,J102539.7+470512.6,J1025.6+4705,156.415417,47.086833,138.0,0.19,LRG,spec,1.6,0.4,1.2,,DR7,s,0.055,0.021,0.034,490,78,187,0.068,0.03,0.051,743,118,284,Simbad,156.415417,47.086833
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,252,J102711.1-031905.2,J1027.1-0319,156.79625,-3.318111,4376.7,1e+20,DR7,phot,1e+20,1e+20,1e+20,WBL 272,DR7,s,1e+20,1e+20,1e+20,999999,16959,999999,1e+20,1e+20,1e+20,999999,16959,999999,Simbad,156.79625,-3.318111
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,253,J103007.0+051950.7,J1030.1+0519,157.529167,5.33075,627.2,0.21,DR7,phot,1.6,0.1,0.1,,DR7,s,0.104,0.087,0.04,485,21,19,0.12,0.103,0.174,736,32,30,Simbad,157.529167,5.33075
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,254,J103041.3+650813.2,J1030.6+6508,157.672083,65.137,282.6,0.2,LRG,spec,3.8,1.2,3.9,,DR7,s,0.655,0.586,0.404,788,158,396,1.112,1.044,0.718,1196,239,601,Simbad,157.672083,65.137
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,255,J103100.1+305134.9,J1031.0+3051,157.750417,30.859694,1103.8,0.14,Lit,phot,2.0,0.4,0.3,MaxBCG J157.75753+30.86197,DR7,b,0.196,0.13,0.246,584,68,40,0.242,0.177,0.546,886,103,60,Simbad,157.750417,30.859694
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,256,J103131.5+311317.2,J1031.5+3113,157.88125,31.221444,314.1,0.37,LRG,spec,5.8,2.2,8.7,,DR7,s,0.338,0.191,0.167,844,204,578,0.394,0.247,0.357,1280,309,877,Simbad,157.88125,31.221444
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,257,J103254.0+501738.7,J1032.8+5017,158.225,50.294083,129.4,1e+20,DR7,phot,1e+20,1e+20,1e+20,,DR7,s,1e+20,1e+20,1e+20,999999,16959,999999,1e+20,1e+20,1e+20,999999,16959,999999,Simbad,158.225,50.294083
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,258,J103930.7+394743.7,J1039.5+3947,159.877917,39.795472,220.6,0.09,LRG,spec,3.8,1.1,2.3,400d J1039+3947,DR7,s,0.192,0.179,0.414,876,151,266,0.245,0.232,0.728,1329,229,404,Simbad,159.877917,39.795472
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,259,J104044.4+395710.4,J1040.7+3957,160.185,39.952889,90125.7,0.14,LRG,spec,3.54,0.03,0.03,ABELL 1068,DR7,g,8.216,0.142,0.145,802,4,4,8.385,0.162,0.168,1217,6,6,Simbad,160.185,39.952889
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,260,J104422.2+213025.2,J1044.3+2130,161.0925,21.507,1753.4,0.52,Spec,spec,3.3,0.3,0.3,,DR7,s,1.227,0.064,0.058,532,22,22,1.48,0.107,0.1,807,34,33,Simbad,161.0925,21.507
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,261,J104545.4+063441.3,J1045.7+0634,161.439167,6.578139,161.8,0.21,LRG,spec,1e+20,1e+20,1e+20,,DR7,s,1e+20,1e+20,1e+20,999999,16959,999999,1e+20,1e+20,1e+20,999999,16959,999999,Simbad,161.439167,6.578139
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,262,J104551.5+213350.5,J1045.8+2133,161.464583,21.564028,121.4,0.47,LRG,spec,1.7,0.5,1.4,,DR7,s,0.122,0.06,0.075,374,73,150,0.194,0.103,0.155,568,110,228,Simbad,161.464583,21.564028
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,263,J105040.6+573741.4,J1050.6+5737,162.669167,57.628167,377.3,0.69,Spec,spec,8.2,2.9,6.3,,dss,na,0.726,1e+20,1e+20,470,82,118,0.696,1e+20,1e+20,470,82,118,Simbad,162.669167,57.628167
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,264,J105128.6+355124.0,J1051.4+3551,162.869167,35.856667,101.9,0.38,LRG,spec,0.8,0.2,0.3,,DR7,s,0.197,0.102,0.115,278,32,47,0.352,0.219,0.366,422,49,72,Simbad,162.869167,35.856667
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,265,J105227.6+441905.1,J1052.4+4419,163.115,44.318083,137.6,0.46,DR7,phot,2.3,0.5,1.0,,DR7,s,0.427,0.088,0.103,446,58,100,0.537,0.13,0.172,677,89,152,Simbad,163.115,44.318083
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,266,J105236.6+573054.3,J1052.6+5730,163.1525,57.515083,255.4,0.61,Lit,phot,1e+20,1e+20,1e+20,SEXCLAS 12,DR7,b,1e+20,1e+20,1e+20,999999,16959,999999,1e+20,1e+20,1e+20,999999,16959,999999,Simbad,163.1525,57.515083
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,267,J105318.5+572043.7,J1053.3+5720,163.327083,57.345472,985.9,0.34,Lit,spec,2.2,0.1,0.2,SL J1053.4+5720,DR7,g,0.293,0.097,0.026,506,15,23,0.481,0.286,0.16,767,23,35,Simbad,163.327083,57.345472
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,268,J105345.9+573514.5,J1053.7+5735,163.44125,57.587361,1903.1,1.13,Lit,spec,5.7,0.6,0.8,RX J105346.6+573517,DR7,b,1.549,0.231,2.019,337,13,13,3.27,0.288,0.46,512,20,20,Simbad,163.44125,57.587361
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,269,J105535.4-045922.8,J1055.5-0459,163.8975,-4.989667,321.2,0.61,Lit,spec,3.3,0.5,0.6,CXOU J105535-045930,dss,na,1.075,0.119,0.108,471,41,48,1.159,0.13,0.118,715,63,73,Simbad,163.8975,-4.989667
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,270,J105655.6+065840.2,J1056.9+0658,164.231667,6.977833,385.8,0.3,LRG,spec,2.5,0.3,0.4,,DR7,s,0.423,0.053,0.05,569,42,44,0.796,0.115,0.111,864,63,67,Simbad,164.231667,6.977833
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,271,J110224.9-345423.3,J1102.4-3454,165.60375,-34.906472,330.5,0.5,NXS,phot,3.1,0.9,1.4,,NXS,g,0.68,0.296,0.507,512,89,124,0.866,0.474,1.521,776,136,189,Simbad,165.60375,-34.906472
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,272,J110301.4-344247.8,J1103.0-3442,165.755833,-34.713278,146.2,0.14,NXS,phot,1e+20,1e+20,1e+20,,NXS,g,1e+20,1e+20,1e+20,999999,16959,999999,1e+20,1e+20,1e+20,999999,16959,999999,Simbad,165.755833,-34.713278
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,273,J110406.6+354433.0,J1104.1+3544,166.0275,35.7425,178.1,0.56,DR7,phot,10.7,4.4,14.6,,DR7,s,2.392,2.114,2.798,971,255,614,4.319,4.041,6.005,1473,386,931,Simbad,166.0275,35.7425
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,274,J110425.9+360026.3,J1104.4+3600,166.107917,36.007306,343.7,0.5,Lit,spec,1.7,0.4,1.1,WARP J1104.4+3600,DR7,b,0.173,0.041,0.045,365,46,118,0.422,0.145,0.254,554,69,179,Simbad,166.107917,36.007306
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,275,J110954.0+482704.6,J1109.9+4827,167.475,48.451278,1164.2,0.51,DR7,phot,6.2,1.4,1.6,,DR7,s,2.204,0.244,0.223,750,102,106,3.378,0.399,0.374,1137,155,161,Simbad,167.475,48.451278
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,276,J111515.6+531949.5,J1115.2+5319,168.815,53.330417,1359.1,0.47,LRG,spec,5.4,0.9,1.5,SDSS J1115+5319 CLUSTER,DR7,g,21.312,1e+20,1e+20,732,76,113,20.481,1e+20,1e+20,732,76,113,Simbad,168.815,53.330417
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,277,J111645.5+180047.7,J1116.7+1800,169.189583,18.01325,98.0,0.66,Spec,spec,1e+20,1e+20,1e+20,,dss,na,1e+20,1e+20,1e+20,999999,16959,999999,1e+20,1e+20,1e+20,999999,16959,999999,Simbad,169.189583,18.01325
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,278,J111711.5+423610.5,J1117.1+4236,169.297917,42.602917,728.0,0.44,LRG,spec,1e+20,1e+20,1e+20,,DR7,s,1e+20,1e+20,1e+20,999999,16959,999999,1e+20,1e+20,1e+20,999999,16959,999999,Simbad,169.297917,42.602917
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,279,J111726.0+074327.7,J1117.4+0743,169.358333,7.724361,1227.3,0.48,Spec,spec,5.6,0.7,0.8,BLOX J1117.4+0743.5,DR7,g,1.174,0.794,1.016,729,54,56,1.623,1.198,3.044,1105,81,85,Simbad,169.358333,7.724361
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,280,J111729.7+074632.1,J1117.4+0746,169.37375,7.775583,898.8,0.16,Lit,spec,1.8,0.1,0.2,BLOX J1117.5+0746.3,DR7,s,0.203,0.13,0.024,540,13,25,0.359,0.257,0.05,819,19,38,Simbad,169.37375,7.775583
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,281,J111729.8+174451.4,J1117.4+1744,169.374167,17.747611,401.4,0.55,Lit,spec,3.0,0.8,1.6,400d J1117+1744,DR7,s,1.138,0.29,0.227,479,79,131,1.395,0.368,0.319,726,120,198,Simbad,169.374167,17.747611
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,282,J112054.9+431820.8,J1120.9+4318,170.22875,43.305778,204.6,0.18,LRG,spec,1.3,0.3,0.9,MaxBCG J170.23224+43.30769,DR7,s,0.115,0.061,0.162,436,51,151,0.219,0.136,0.644,661,77,230,Simbad,170.22875,43.305778
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,283,J112259.3+465916.8,J1122.9+4659,170.747083,46.988,575.5,0.44,DR7,phot,5.4,1.8,2.6,,DR7,s,0.64,0.181,0.082,747,152,190,0.681,0.195,0.093,1133,231,288,Simbad,170.747083,46.988
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,284,J112349.3+052956.8,J1123.8+0529,170.955417,5.499111,330.7,0.65,Spec,spec,4.1,0.9,0.9,,DR7,s,1.955,0.226,1.206,506,56,60,2.393,0.639,2.438,768,86,91,Simbad,170.955417,5.499111
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,285,J112831.4-042524.7,J1128.5-0425,172.130833,-4.423528,394.0,0.08,Lit,spec,0.73,0.03,0.03,MZ 04621,dss,na,0.009,0.001,0.001,342,9,8,0.01,0.002,0.002,518,14,12,Simbad,172.130833,-4.423528
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,286,J113020.3-143629.7,J1130.3-1436,172.584583,-14.60825,3179.5,0.11,Lit,spec,5.4,0.7,0.7,ABELL 1285,dss,na,5.598,1.671,4.455,1047,80,75,5.665,1.609,4.429,1588,121,114,Simbad,172.584583,-14.60825
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,287,J113055.2+311334.1,J1130.9+3113,172.73,31.226139,211.0,0.82,NXS,phot,3.2,1.4,2.3,,NXS,s,1.329,1e+20,1e+20,364,97,132,1.269,1e+20,1e+20,364,97,132,Simbad,172.73,31.226139
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,288,J113232.2-344350.1,J1132.5-3443,173.134167,-34.730583,952.2,1e+20,NXS,phot,1e+20,1e+20,1e+20,BLOX J1132.5-3443.7,NXS,s,1e+20,1e+20,1e+20,999999,16959,999999,1e+20,1e+20,1e+20,999999,16959,999999,Simbad,173.134167,-34.730583
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,289,J113844.1+031540.5,J1138.7+0315,174.68375,3.26125,871.5,0.13,LRG,spec,2.5,0.3,0.4,BLOX J1138.7+0315.6,DR7,s,0.305,0.038,0.052,666,45,52,0.431,0.063,0.086,1010,69,80,Simbad,174.68375,3.26125
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,290,J114643.9+472600.8,J1146.7+4726,176.682917,47.433556,901.7,1e+20,DR7,phot,1e+20,1e+20,1e+20,,DR7,s,1e+20,1e+20,1e+20,999999,16959,999999,1e+20,1e+20,1e+20,999999,16959,999999,Simbad,176.682917,47.433556
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,291,J115103.3+551124.9,J1151.0+5511,177.76375,55.19025,128.5,0.19,DR7,phot,1e+20,1e+20,1e+20,,DR7,s,1e+20,1e+20,1e+20,999999,16959,999999,1e+20,1e+20,1e+20,999999,16959,999999,Simbad,177.76375,55.19025
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,292,J115112.0+550655.5,J1151.1+5506,177.8,55.115417,5196.6,0.08,LRG,spec,1.66,0.04,0.04,ABELL 1400,DR7,g,0.157,0.13,0.17,550,8,7,0.178,0.151,0.372,834,12,11,Simbad,177.8,55.115417
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,293,J115123.8+545008.7,J1151.3+5450,177.849167,54.83575,542.5,0.14,LRG,spec,1e+20,1e+20,1e+20,NSCS J115130+545127,DR7,s,1e+20,1e+20,1e+20,999999,16959,999999,1e+20,1e+20,1e+20,999999,16959,999999,Simbad,177.849167,54.83575
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,294,J115131.6+014814.5,J1151.5+0148,177.881667,1.804028,256.2,0.17,DR7,phot,2.9,1.1,2.5,,DR7,s,0.042,0.042,0.014,691,168,296,0.044,0.044,0.016,1048,255,450,Simbad,177.881667,1.804028
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,295,J115824.6+440533.9,J1158.4+4405,179.6025,44.09275,1033.4,0.41,LRG,spec,4.0,0.6,0.6,,DR7,g,0.806,0.276,0.528,658,60,56,0.986,0.455,1.647,998,91,85,Simbad,179.6025,44.09275
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,296,J115851.4+440537.2,J1158.8+4405,179.714167,44.093667,124.1,0.29,LRG,spec,1e+20,1e+20,1e+20,,DR7,s,1e+20,1e+20,1e+20,999999,16959,999999,1e+20,1e+20,1e+20,999999,16959,999999,Simbad,179.714167,44.093667
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,297,J120210.3+442709.2,J1202.1+4427,180.542917,44.452556,241.6,0.41,LRG,spec,3.3,0.7,1.1,,DR7,s,0.644,0.462,0.18,601,74,97,0.873,0.687,0.345,912,113,147,Simbad,180.542917,44.452556
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,298,J120313.7+442717.8,J1203.2+4427,180.807083,44.454944,191.8,0.35,LRG,spec,1.5,0.2,0.3,,DR7,s,0.095,0.028,0.049,396,32,43,0.1,0.033,0.078,601,49,66,Simbad,180.807083,44.454944
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,299,J120352.8+014706.5,J1203.8+0147,180.97,1.785139,404.9,0.22,DR7,phot,0.8,0.2,0.1,EAD2007 082,DR7,s,0.127,0.126,0.04,310,39,26,0.252,0.251,0.116,471,59,40,Simbad,180.97,1.785139
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,300,J120532.3+441910.3,J1205.5+4419,181.384583,44.319528,488.2,0.34,Lit,spec,2.3,0.4,0.5,WARP J1205.5+4419,DR7,s,0.438,0.218,0.107,508,51,61,0.85,0.628,0.32,771,78,92,Simbad,181.384583,44.319528
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,301,J120606.8+441923.8,J1206.1+4419,181.528333,44.323278,228.0,0.29,Lit,spec,3.2,0.8,0.9,WARP J1206.1+4419,DR7,s,0.307,0.223,0.461,650,101,97,0.386,0.301,1.234,986,153,148,Simbad,181.528333,44.323278
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,302,J120746.9+281320.0,J1207.7+2813,181.945417,28.222222,191.6,0.43,DR7,phot,2.7,0.6,1.0,,DR7,s,1.623,0.364,0.306,509,63,100,2.943,1.059,0.877,772,95,151,Simbad,181.945417,28.222222
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,303,J120801.1+433926.7,J1208.0+4339,182.004583,43.657417,303.2,0.27,LRG,spec,2.1,0.3,0.5,MaxBCG J182.00318+43.65537,DR7,s,1.157,0.16,0.149,532,45,62,1.17,0.165,0.155,806,69,94,Simbad,182.004583,43.657417
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,304,J120929.4+392803.6,J1209.4+3928,182.3725,39.467667,550.1,0.22,DR7,phot,3.3,1.7,2.7,,DR7,s,0.153,0.099,0.154,717,239,284,0.193,0.138,0.28,1088,363,431,Simbad,182.3725,39.467667
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,305,J120934.2+392232.8,J1209.5+3922,182.3925,39.375778,545.4,0.5,DR7,phot,3.4,0.8,1.8,,DR7,s,0.539,0.125,0.088,542,76,144,0.989,0.261,0.21,822,115,219,Simbad,182.3925,39.375778
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,306,J121156.7+502918.8,J1211.9+5029,182.98625,50.488556,546.9,0.1,LRG,spec,0.8,0.1,0.1,,DR7,s,0.008,0.001,0.001,363,15,13,0.008,0.001,0.001,551,23,21,Simbad,182.98625,50.488556
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,307,J121205.4+131741.4,J1212.0+1317,183.0225,13.294833,304.5,0.45,LRG,spec,2.5,0.3,0.6,,DR7,s,0.575,0.156,0.125,477,36,63,1.051,0.477,0.451,723,56,96,Simbad,183.0225,13.294833
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,308,J121334.8+025349.8,J1213.5+0253,183.395,2.897167,2005.1,0.41,LRG,spec,5.5,0.7,1.0,BLOX J1213.5+0253.7,DR7,g,2.055,0.135,0.142,786,58,75,2.103,0.143,0.152,1192,88,115,Simbad,183.395,2.897167
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,309,J121649.3-120825.8,J1216.8-1208,184.205417,-12.1405,218.5,0.48,Lit,phot,2.6,0.7,0.9,LCDCS 0505,dss,na,0.475,0.191,0.089,475,78,88,1.01,0.421,0.207,720,119,133,Simbad,184.205417,-12.1405
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,310,J121744.6+472921.5,J1217.7+4729,184.435833,47.489306,188.1,0.27,LRG,spec,9.8,3.7,6.6,400d J1217+4729,DR7,s,13.555,5.915,6.573,1261,300,432,23.196,10.811,13.111,1913,456,655,Simbad,184.435833,47.489306
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,311,J121754.5+472853.8,J1217.9+4728,184.477083,47.481611,192.7,0.27,DR7,phot,5.5,2.5,6.7,,DR7,s,0.402,0.17,0.135,908,264,520,0.423,0.182,0.15,1377,400,789,Simbad,184.477083,47.481611
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,312,J121913.8+142330.2,J1219.2+1423,184.8075,14.391722,138.4,0.24,DR7,phot,1.4,0.2,0.3,MaxBCG J184.80382+14.39541,DR7,s,0.07,0.019,0.033,436,28,49,0.079,0.023,0.045,662,43,75,Simbad,184.8075,14.391722
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,313,J122443.8+071103.5,J1224.7+0711,186.1825,7.184306,120.6,0.54,DR7,phot,7.0,3.0,8.1,,DR7,s,0.999,0.687,1.166,782,210,427,1.702,1.358,5.001,1185,318,647,Simbad,186.1825,7.184306
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,314,J122528.1+004229.1,J1225.4+0042,186.367083,0.708083,614.3,0.24,LRG,spec,2.3,0.3,0.5,SDSS CE J186.357452+00.704972,DR7,s,0.837,0.148,0.219,565,43,66,1.264,0.281,0.492,858,65,100,Simbad,186.367083,0.708083
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,315,J122643.3+334549.9,J1226.7+3345,186.680417,33.763861,396.5,0.63,DR7,phot,1e+20,1e+20,1e+20,,DR7,s,1e+20,1e+20,1e+20,999999,16959,999999,1e+20,1e+20,1e+20,999999,16959,999999,Simbad,186.680417,33.763861
