catalog,vizier_source,vizier_table,recno,XMMXCS,Name,RAJ2000,DEJ2000,Counts,z,r_z,n_z,TX,e_TX,E_TX,OName,n_zoo,zoo,L500,e_L500,E_L500,R500,e_R500,E_R500,L200,e_L200,E_L200,R200,e_R200,E_R200,Simbad,RA_deg,Dec_deg
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,1,J000013.9-251052.1,J0000.2-2510,0.057917,-25.181139,877.6,0.08,Lit,spec,1.8,0.2,0.4,APMCC 948,NXS,g,0.066,0.009,0.017,566,28,73,0.096,0.015,0.032,858,43,111,Simbad,0.057917,-25.181139
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,2,J000029.8-251211.4,J0000.4-2512,0.124167,-25.203167,651.6,0.15,NXS,phot,0.81,0.05,0.04,,NXS,s,0.06,0.021,0.041,343,11,10,0.075,0.036,0.131,520,16,15,Simbad,0.124167,-25.203167
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,3,J000103.8-250353.6,J0001.0-2503,0.265833,-25.064889,362.4,0.91,NXS,phot,1e+20,1e+20,1e+20,,NXS,s,1e+20,1e+20,1e+20,999999,16959,999999,1e+20,1e+20,1e+20,999999,16959,999999,Simbad,0.265833,-25.064889
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,4,J000141.4-154031.3,J0001.6-1540,0.4225,-15.675361,1134.9,0.12,Lit,spec,1.8,0.1,0.3,RXC J0001.6-1540,dss,na,0.177,1e+20,1e+20,561,16,55,0.167,1e+20,1e+20,561,16,55,Simbad,0.4225,-15.675361
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,5,J000626.2+195944.2,J0006.4+1959,1.609167,19.995611,117.7,0.46,NXS,phot,1e+20,1e+20,1e+20,,NXS,g,1e+20,1e+20,1e+20,999999,16959,999999,1e+20,1e+20,1e+20,999999,16959,999999,Simbad,1.609167,19.995611
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,6,J001116.1+005211.3,J0011.2+0052,2.817083,0.869806,155.3,0.36,S82,phot,0.7,0.1,0.1,,S82,s,0.035,0.027,0.016,259,13,23,0.073,0.059,0.032,393,20,35,Simbad,2.817083,0.869806
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,7,J001328.5-272319.0,J0013.4-2723,3.36875,-27.388611,484.3,1e+20,NXS,phot,1e+20,1e+20,1e+20,,NXS,s,1e+20,1e+20,1e+20,999999,16959,999999,1e+20,1e+20,1e+20,999999,16959,999999,Simbad,3.36875,-27.388611
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,8,J001345.2-271654.8,J0013.7-2716,3.438333,-27.281889,163.9,1e+20,NXS,phot,1e+20,1e+20,1e+20,,NXS,s,1e+20,1e+20,1e+20,999999,16959,999999,1e+20,1e+20,1e+20,999999,16959,999999,Simbad,3.438333,-27.281889
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,9,J001639.1-010211.5,J0016.6-0102,4.162917,-1.036528,402.7,0.17,S82,phot,1.7,0.4,1.5,MaxBCG J004.16184-01.03538,S82,s,0.084,0.068,0.148,506,81,225,0.108,0.092,0.295,768,123,342,Simbad,4.162917,-1.036528
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,10,J001737.4-005235.4,J0017.6-0052,4.405833,-0.8765,12103.1,0.21,LRG,spec,4.8,0.3,0.3,MaxBCG J004.40671-00.87833,S82,g,2.461,0.164,0.165,889,27,33,2.796,0.219,0.226,1348,41,50,Simbad,4.405833,-0.8765
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,11,J002039.7-020440.2,J0020.6-0204,5.165417,-2.077833,65.4,0.27,Lit,phot,1e+20,1e+20,1e+20,NSCS J002042-020334,dss,na,1e+20,1e+20,1e+20,999999,16959,999999,1e+20,1e+20,1e+20,999999,16959,999999,Simbad,5.165417,-2.077833
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,12,J002314.1+001201.5,J0023.2+0012,5.80875,0.200417,302.2,0.27,S82,phot,1e+20,1e+20,1e+20,SDSS CE J005.801610+00.197059,S82,g,1e+20,1e+20,1e+20,999999,16959,999999,1e+20,1e+20,1e+20,999999,16959,999999,Simbad,5.80875,0.200417
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,13,J002650.0+171931.3,J0026.8+1719,6.708333,17.325361,354.7,0.49,Lit,spec,3.3,0.6,0.9,CXOMP J002649.9+171933,dss,na,0.683,0.077,0.116,539,61,74,1.296,0.334,0.385,818,93,113,Simbad,6.708333,17.325361
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,14,J002935.8+345322.7,J0029.5+3453,7.399167,34.889639,244.8,0.73,NXS,phot,3.5,0.7,1.0,,NXS,s,1.413,0.263,0.243,419,48,65,2.164,0.442,0.394,636,72,99,Simbad,7.399167,34.889639
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,15,J002953.9+350507.5,J0029.8+3505,7.474583,35.085417,110.8,0.45,NXS,phot,1e+20,1e+20,1e+20,,NXS,s,1e+20,1e+20,1e+20,999999,16959,999999,1e+20,1e+20,1e+20,999999,16959,999999,Simbad,7.474583,35.085417
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,16,J003346.4-432100.5,J0033.7-4321,8.443333,-43.350139,221.9,1e+20,NXS,phot,1e+20,1e+20,1e+20,,NXS,s,1e+20,1e+20,1e+20,999999,16959,999999,1e+20,1e+20,1e+20,999999,16959,999999,Simbad,8.443333,-43.350139
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,17,J003407.6-432236.9,J0034.1-4322,8.531667,-43.376917,93.8,0.4,NXS,phot,1.6,0.2,0.2,,NXS,s,0.116,0.035,0.056,387,27,31,0.164,0.082,0.262,587,42,48,Simbad,8.531667,-43.376917
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,18,J003430.1-431905.6,J0034.5-4319,8.625417,-43.318222,1909.8,0.4,NXS,phot,3.5,0.2,0.2,,NXS,s,1.704,0.085,0.07,614,24,14,2.509,0.142,0.122,931,36,22,Simbad,8.625417,-43.318222
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,19,J003439.4-120715.8,J0034.6-1207,8.664167,-12.121056,410.8,0.44,NXS,phot,6.5,2.0,3.5,,NXS,g,2.07,0.525,0.531,836,155,233,2.74,0.785,0.864,1268,236,354,Simbad,8.664167,-12.121056
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,20,J003548.2-432232.4,J0035.8-4322,8.950833,-43.375667,736.2,0.63,Spec,spec,3.3,0.5,0.7,,NXS,s,0.875,0.09,0.08,462,43,53,0.899,0.086,0.073,701,65,81,Simbad,8.950833,-43.375667
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,21,J003605.0+851324.8,J0036.0+8513,9.020833,85.223556,664.9,0.81,Lit,spec,3.9,0.6,0.7,WARP J0035.9+8513,NXS,b,1.099,1.013,0.888,409,35,37,2.332,2.246,0.341,620,54,57,Simbad,9.020833,85.223556
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,22,J003627.5-432830.9,J0036.4-4328,9.114583,-43.47525,1036.5,0.41,NXS,phot,4.6,1.2,2.7,,NXS,s,0.792,0.519,0.216,708,112,210,1.515,1.241,0.562,1074,170,319,Simbad,9.114583,-43.47525
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,23,J004119.5+252618.9,J0041.3+2526,10.33125,25.438583,1409.9,0.15,Lit,spec,14.7,3.7,8.4,ABELL 0082,dss,na,1.188,1e+20,1e+20,1793,273,535,1.128,1e+20,1e+20,1793,273,535,Simbad,10.33125,25.438583
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,24,J004231.6+005119.9,J0042.5+0051,10.631667,0.855528,205.8,0.15,LRG,spec,1.6,0.3,0.5,MaxBCG J010.63093+00.85021,S82,g,0.076,0.059,0.13,509,47,78,0.085,0.069,0.239,772,71,118,Simbad,10.631667,0.855528
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,25,J004252.6+004303.1,J0042.8+0043,10.719167,0.717528,290.9,0.27,Lit,spec,2.7,0.6,1.0,SDSS CE J010.717058+00.725393,S82,g,0.364,0.088,0.096,599,74,122,0.685,0.198,0.231,908,112,185,Simbad,10.719167,0.717528
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,26,J004333.7+010109.6,J0043.5+0101,10.890417,1.019333,526.2,0.2,LRG,spec,1.7,0.2,0.2,SDSS CE J010.888028+01.015296,S82,g,0.108,0.024,0.045,499,34,35,0.111,0.024,0.045,757,51,53,Simbad,10.890417,1.019333
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,27,J004359.3+000706.8,J0043.9+0007,10.997083,0.118556,308.5,0.22,LRG,spec,5.3,2.5,5.3,SDSS CE J011.007808+00.108698,S82,g,1.645,1.641,1.482,957,300,442,2.816,2.811,2.996,1452,455,670,Simbad,10.997083,0.118556
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,28,J004409.1+005648.1,J0044.1+0056,11.037917,0.946694,69.5,0.79,S82,phot,1e+20,1e+20,1e+20,,S82,s,1e+20,1e+20,1e+20,999999,16959,999999,1e+20,1e+20,1e+20,999999,16959,999999,Simbad,11.037917,0.946694
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,29,J004615.2+853117.5,J0046.2+8531,11.563333,85.521528,1584.6,0.62,Lit,spec,5.1,0.6,0.6,WARP J0046.3+8530,NXS,s,3.95,0.256,0.227,588,34,36,4.921,0.451,0.436,892,51,55,Simbad,11.563333,85.521528
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,30,J004624.5+420429.5,J0046.4+4204,11.602083,42.074861,10443.1,0.3,Lit,X-ray,6.9,0.6,0.6,RX J0046.4+4204,dss,na,6.989,0.27,0.253,1002,47,47,6.993,0.271,0.253,1520,72,71,Simbad,11.602083,42.074861
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,31,J004753.5+852715.5,J0047.8+8527,11.972917,85.454306,609.9,0.31,NXS,phot,6.8,1.5,2.5,XMMU J004751.7+852722,NXS,s,0.623,0.103,0.114,984,131,189,0.873,0.172,0.199,1493,199,287,Simbad,11.972917,85.454306
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,32,J005545.8+003840.8,J0055.7+0038,13.940833,0.644667,216.5,0.12,S82,phot,1.0,0.1,0.3,SBV2004 RS 21,S82,s,0.037,0.015,0.02,396,29,55,0.041,0.017,0.023,601,45,84,Simbad,13.940833,0.644667
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,33,J005603.0-373248.0,J0056.0-3732,14.0125,-37.546667,13421.9,0.16,Lit,spec,5.2,0.2,0.3,400d J0056-3732,dss,na,1.276,0.037,0.033,977,25,30,1.287,0.038,0.033,1482,38,46,Simbad,14.0125,-37.546667
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,34,J005655.4-221406.3,J0056.9-2214,14.230833,-22.235083,476.2,0.12,Lit,spec,1.8,0.1,0.2,400d J0056-2213,dss,na,0.062,0.012,0.014,560,24,41,0.066,0.014,0.017,849,37,62,Simbad,14.230833,-22.235083
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,35,J005656.6-274031.9,J0056.9-2740,14.235833,-27.675528,325.9,0.56,Lit,spec,3.5,1.2,1.6,Cl 0054-2756,dss,na,0.898,0.434,0.44,514,67,94,0.913,0.449,1.651,779,102,142,Simbad,14.235833,-27.675528
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,36,J005730.1+301321.6,J0057.5+3013,14.375417,30.222667,252.6,0.12,Lit,spec,2.9,0.6,1.9,WARP J0057.4+3012,dss,na,0.087,0.04,0.072,735,97,239,0.12,0.063,0.126,1115,147,362,Simbad,14.375417,30.222667
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,37,J010422.4-063004.5,J0104.3-0630,16.093333,-6.50125,146.4,0.95,Lit,spec,1e+20,1e+20,1e+20,XMMU J0104.4-0630,dss,na,1e+20,1e+20,1e+20,999999,16959,999999,1e+20,1e+20,1e+20,999999,16959,999999,Simbad,16.093333,-6.50125
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,38,J010608.4+005031.4,J0106.1+0050,16.535,0.842056,416.2,0.25,S82,phot,2.6,0.5,0.5,CXOMP J010607.0+004943,S82,g,1.08,0.638,0.367,606,62,62,1.816,1.374,1.139,919,94,94,Simbad,16.535,0.842056
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,39,J010658.7+320934.0,J0106.9+3209,16.744583,32.159444,612.1,0.11,Lit,spec,3.5,0.7,1.0,400d J0106+3209,dss,na,0.769,0.262,0.16,815,105,123,1.143,0.394,0.245,1236,159,187,Simbad,16.744583,32.159444
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,40,J010720.2+141604.2,J0107.3+1416,16.834167,14.267833,3334.6,0.07,LRG,spec,3.0,0.4,0.5,SDSS-C4 2049,DR7,s,0.091,0.062,0.185,780,67,74,0.123,0.094,0.313,1183,103,112,Simbad,16.834167,14.267833
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,41,J010858.7+132557.7,J0108.9+1325,17.244583,13.432694,903.0,0.15,LRG,spec,3.2,0.6,0.6,SHK 037,DR7,g,0.592,0.524,0.832,754,90,82,0.777,0.709,1.656,1143,137,125,Simbad,17.244583,13.432694
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,42,J011023.8+330544.1,J0110.3+3305,17.599167,33.095583,586.7,0.6,NXS,phot,5.2,1.0,1.2,,NXS,g,2.713,0.495,0.851,613,70,78,3.898,1.371,2.174,930,107,119,Simbad,17.599167,33.095583
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,43,J011111.6+390438.9,J0111.1+3904,17.798333,39.077472,162.3,1e+20,NXS,phot,1e+20,1e+20,1e+20,,NXS,s,1e+20,1e+20,1e+20,999999,16959,999999,1e+20,1e+20,1e+20,999999,16959,999999,Simbad,17.798333,39.077472
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,44,J011140.3-453908.0,J0111.6-4539,17.917917,-45.652222,913.8,0.37,Spec,spec,2.5,0.4,0.6,,NXS,g,0.63,0.299,0.264,524,53,69,0.91,0.494,0.757,795,81,105,Simbad,17.917917,-45.652222
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,45,J011624.2+325717.0,J0116.4+3257,19.100833,32.954722,152.3,0.45,NXS,phot,1.4,0.2,0.3,,NXS,g,0.321,0.109,0.109,350,24,44,0.449,0.193,0.392,531,37,67,Simbad,19.100833,32.954722
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,46,J011632.1+330325.0,J0116.5+3303,19.13375,33.056944,423.2,0.64,NXS,phot,5.6,1.1,1.8,,NXS,g,3.227,0.545,0.533,612,71,107,3.693,1.001,1.401,929,108,162,Simbad,19.13375,33.056944
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,47,J011922.6-011011.7,J0119.3-0110,19.844167,-1.169917,145.9,0.15,S82,phot,1.0,0.3,0.3,SDSS CE J019.844770-01.170951,S82,s,0.03,1e+20,1e+20,387,78,70,0.029,1e+20,1e+20,387,78,70,Simbad,19.844167,-1.169917
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,48,J011942.3-441019.2,J0119.7-4410,19.92625,-44.172,531.3,0.12,Lit,spec,1.0,0.2,0.1,LCLG -45 044,dss,na,0.033,0.023,0.035,393,44,32,0.034,0.024,0.05,596,67,49,Simbad,19.92625,-44.172
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,49,J011951.9-441518.0,J0119.8-4415,19.96625,-44.255,361.4,0.12,Lit,spec,1.5,0.4,0.5,LCLG -45 045,dss,na,0.039,0.031,0.013,511,83,84,0.052,0.042,0.021,775,125,128,Simbad,19.96625,-44.255
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,50,J011954.7+141655.1,J0119.9+1416,19.977917,14.281972,93.3,0.55,NXS,phot,4.5,2.6,4.7,,NXS,g,1.244,0.799,1.193,595,236,303,1.302,0.857,1.968,903,357,459,Simbad,19.977917,14.281972
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,51,J012400.0+035110.8,J0124.0+0351,21.0,3.853,61.0,0.88,Spec,spec,2.5,0.7,2.7,,dss,na,2.889,1e+20,1e+20,282,133,303,2.963,1e+20,1e+20,428,202,459,Simbad,21.0,3.853
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,52,J014430.3+021237.0,J0144.5+0212,26.12625,2.210278,340.8,0.17,Lit,spec,3.4,0.8,1.3,WARP J0144.5+0212,dss,na,0.243,0.122,0.241,769,110,157,0.257,0.135,0.37,1167,167,239,Simbad,26.12625,2.210278
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,53,J014449.2-043246.1,J0144.8-0432,26.205,-4.546139,983.4,0.17,NXS,phot,1.3,0.1,0.1,,NXS,g,0.076,0.056,0.063,448,15,14,0.118,0.097,0.155,680,23,21,Simbad,26.205,-4.546139
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,54,J014615.5-044031.9,J0146.2-0440,26.564583,-4.675528,132.4,0.7,NXS,phot,1e+20,1e+20,1e+20,,NXS,s,1e+20,1e+20,1e+20,999999,16959,999999,1e+20,1e+20,1e+20,999999,16959,999999,Simbad,26.564583,-4.675528
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,55,J015241.1-133855.9,J0152.6-1338,28.17125,-13.648861,574.7,0.83,Spec,spec,3.2,0.4,0.5,,dss,na,1.352,0.364,0.843,360,24,27,2.387,0.552,0.211,546,37,41,Simbad,28.17125,-13.648861
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,56,J015242.2-135746.8,J0152.7-1357,28.175833,-13.963,5925.3,0.83,Lit,spec,7.2,0.3,0.3,WARP J0152.7-1357,dss,na,11.489,0.499,0.505,570,13,13,17.622,0.436,0.404,864,20,20,Simbad,28.175833,-13.963
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,57,J015315.0+010214.2,J0153.2+0102,28.3125,1.037278,2096.8,0.06,LRG,spec,1.08,0.02,0.02,RX J0153.2+0102,DR7,s,0.049,0.025,0.084,438,5,5,0.052,0.027,0.106,664,8,7,Simbad,28.3125,1.037278
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,58,J015415.2-593758.5,J0154.2-5937,28.563333,-59.632917,151.5,0.36,Lit,spec,2.0,0.4,0.9,400d J0154-5937,dss,na,0.805,0.278,0.777,461,58,112,1.173,0.645,1.728,699,89,170,Simbad,28.563333,-59.632917
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,59,J015558.0+053200.8,J0155.9+0532,28.991667,5.533556,126.7,1e+20,NXS,phot,1e+20,1e+20,1e+20,,NXS,s,1e+20,1e+20,1e+20,999999,16959,999999,1e+20,1e+20,1e+20,999999,16959,999999,Simbad,28.991667,5.533556
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,60,J015652.0+375603.8,J0156.8+3756,29.216667,37.934389,138.9,0.52,NXS,phot,1e+20,1e+20,1e+20,,NXS,g,1e+20,1e+20,1e+20,999999,16959,999999,1e+20,1e+20,1e+20,999999,16959,999999,Simbad,29.216667,37.934389
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,61,J015653.3+284339.3,J0156.8+2843,29.222083,28.727583,251.6,0.27,NXS,phot,3.2,1.1,2.3,,NXS,s,0.394,0.153,0.115,669,147,239,0.442,0.185,0.165,1014,224,363,Simbad,29.222083,28.727583
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,62,J015716.5+284721.1,J0157.2+2847,29.31875,28.789194,56.4,1e+20,NXS,phot,1e+20,1e+20,1e+20,,NXS,s,1e+20,1e+20,1e+20,999999,16959,999999,1e+20,1e+20,1e+20,999999,16959,999999,Simbad,29.31875,28.789194
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,63,J015719.5+375638.2,J0157.3+3756,29.33125,37.943944,1406.4,0.24,NXS,phot,3.8,0.5,0.7,,NXS,g,0.513,0.162,0.16,674,80,87,0.635,0.233,0.263,1022,122,132,Simbad,29.33125,37.943944
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,64,J015746.3+284918.1,J0157.7+2849,29.442917,28.821694,62.8,0.4,NXS,phot,1e+20,1e+20,1e+20,,NXS,s,1e+20,1e+20,1e+20,999999,16959,999999,1e+20,1e+20,1e+20,999999,16959,999999,Simbad,29.442917,28.821694
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,65,J015951.9+001655.4,J0159.8+0016,29.96625,0.282056,115.4,0.75,S82,phot,1e+20,1e+20,1e+20,,S82,s,1e+20,1e+20,1e+20,999999,16959,999999,1e+20,1e+20,1e+20,999999,16959,999999,Simbad,29.96625,0.282056
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,66,J020019.1+001931.8,J0200.3+0019,30.079583,0.3255,77.0,0.66,S82,phot,1.9,0.3,0.7,SEXCLAS 03,S82,g,1.277,0.4,0.466,322,28,67,1.517,0.458,0.527,488,42,101,Simbad,30.079583,0.3255
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,67,J020341.6-074705.7,J0203.6-0747,30.923333,-7.784917,741.8,0.44,LRG,spec,7.2,1.7,2.8,,DR7,s,3.009,0.945,1.631,882,128,183,3.276,1.182,2.644,1337,194,278,Simbad,30.923333,-7.784917
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,68,J020719.8+292240.4,J0207.3+2922,31.8325,29.377889,163.4,1e+20,NXS,phot,1e+20,1e+20,1e+20,,NXS,s,1e+20,1e+20,1e+20,999999,16959,999999,1e+20,1e+20,1e+20,999999,16959,999999,Simbad,31.8325,29.377889
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,69,J021012.9-001445.6,J0210.2-0014,32.55375,-0.246,136.2,0.28,S82,phot,1e+20,1e+20,1e+20,SDSS CE J032.547565-00.240780,S82,g,1e+20,1e+20,1e+20,999999,16959,999999,1e+20,1e+20,1e+20,999999,16959,999999,Simbad,32.55375,-0.246
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,70,J021013.5-393247.3,J0210.2-3932,32.55625,-39.546472,1214.7,0.17,Lit,spec,1.3,0.1,0.1,WARP J0210.2-3932,dss,na,0.127,0.024,0.022,433,15,14,0.22,0.05,0.048,656,23,21,Simbad,32.55625,-39.546472
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,71,J021020.7-000706.5,J0210.3-0007,32.58625,-0.118472,121.4,1e+20,S82,phot,1e+20,1e+20,1e+20,,S82,s,1e+20,1e+20,1e+20,999999,16959,999999,1e+20,1e+20,1e+20,999999,16959,999999,Simbad,32.58625,-0.118472
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,72,J021045.5-002202.1,J0210.7-0022,32.689583,-0.36725,127.2,0.31,LRG,spec,6.0,1.9,2.5,,S82,g,0.584,0.449,0.347,911,190,201,0.982,0.842,0.649,1382,288,305,Simbad,32.689583,-0.36725
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,73,J021440.9-043321.9,J0214.6-0433,33.670417,-4.556083,3011.8,0.14,Lit,phot,4.5,0.1,0.1,ABELL 0329,dss,na,2.157,0.951,1.468,916,16,16,2.745,1.538,3.301,1389,24,24,Simbad,33.670417,-4.556083
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,74,J021518.8-003813.2,J0215.3-0038,33.828333,-0.637,204.7,0.28,S82,phot,1e+20,1e+20,1e+20,,S82,s,1e+20,1e+20,1e+20,999999,16959,999999,1e+20,1e+20,1e+20,999999,16959,999999,Simbad,33.828333,-0.637
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,75,J021659.3-044920.0,J0216.9-0449,34.247083,-4.822222,216.9,0.44,Lit,spec,2.3,0.3,1.1,XLSSU J021658.9-044904,dss,na,0.431,0.279,0.147,462,54,112,0.882,0.667,0.421,700,82,170,Simbad,34.247083,-4.822222
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,76,J021734.7-051326.9,J0217.5-0513,34.394583,-5.224139,431.9,0.65,Lit,spec,4.2,1.1,1.8,XLSSU J021735.2-051325,dss,na,0.706,1e+20,1e+20,529,235,417,0.744,1e+20,1e+20,802,356,633,Simbad,34.394583,-5.224139
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,77,J021741.5-045148.3,J0217.6-0451,34.422917,-4.863417,72.3,1e+20,NXS,phot,1e+20,1e+20,1e+20,,NXS,s,1e+20,1e+20,1e+20,999999,16959,999999,1e+20,1e+20,1e+20,999999,16959,999999,Simbad,34.422917,-4.863417
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,78,J021755.3-052655.2,J0217.9-0526,34.480417,-5.448667,203.4,0.25,Lit,spec,0.6,0.3,0.1,XLSSU J021754.6-052655,dss,na,0.03,0.009,0.009,267,89,21,0.061,0.027,0.025,405,135,32,Simbad,34.480417,-5.448667
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,79,J021759.3-045215.9,J0217.9-0452,34.497083,-4.871083,100.5,1e+20,NXS,phot,1e+20,1e+20,1e+20,,NXS,s,1e+20,1e+20,1e+20,999999,16959,999999,1e+20,1e+20,1e+20,999999,16959,999999,Simbad,34.497083,-4.871083
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,80,J021832.4-050054.1,J0218.5-0500,34.635,-5.015028,334.8,0.88,Lit,spec,3.5,0.6,0.8,XLSSU J021832.0-050105,dss,na,1.086,0.627,1.027,358,35,43,1.757,0.712,0.787,543,54,66,Simbad,34.635,-5.015028
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,81,J021943.7-045313.8,J0219.7-0453,34.932083,-4.887167,225.3,0.33,Lit,spec,2.1,0.4,0.8,XLSSU J021945.1-045329,dss,na,0.116,0.097,0.084,482,108,130,0.18,0.158,0.25,731,164,197,Simbad,34.932083,-4.887167
