catalog,vizier_source,vizier_table,recno,Zwicky,RA1950,DE1950,Type,GalCnt,Diam,DistGroup,GLON,GLAT,RLamb,XLamb,YLamb,SGLON,SGLAT,ClusRad,ClusArea,Pop,_RA.icrs,_DE.icrs,RA_deg,Dec_deg
zwicky,VII/4A/zwicky,VII/4A/zwicky,7684,7684,15 50.1,+20 19,3,88,1.2,4,33.39,48.22,0.7132,0.3925,0.5955,103.51,46.44,0.11,0.039,2236,15 52 18.9,+20 10 06,238.07874999999999,20.168333333333333
zwicky,VII/4A/zwicky,VII/4A/zwicky,7685,7685,15 50.2,+55 50,2,121,4.4,4,87.17,47.01,0.7328,0.7319,0.0362,56.89,36.96,0.41,0.529,228,15 51 22.8,+55 41 05,237.84499999999997,55.68472222222222
zwicky,VII/4A/zwicky,VII/4A/zwicky,7686,7686,15 50.3,+52 39,3,56,0.8,5,82.74,48.12,0.7148,0.7091,0.0903,60.39,38.54,0.07,0.017,3202,15 51 37.9,+52 30 05,237.90791666666664,52.50138888888889
zwicky,VII/4A/zwicky,VII/4A/zwicky,7687,7687,15 50.4,+12 43,1,341,8.3,1,23.19,45.23,0.7617,0.2999,0.7001,114.43,45.78,0.77,1.882,181,15 52 45.1,+12 34 07,238.18791666666667,12.56861111111111
zwicky,VII/4A/zwicky,VII/4A/zwicky,7688,7688,15 50.5,+23 10,2,104,3.6,3,37.55,48.97,0.7008,0.4271,0.5556,99.37,46.55,0.34,0.354,293,15 52 39.6,+23 01 07,238.16499999999996,23.01861111111111
zwicky,VII/4A/zwicky,VII/4A/zwicky,7689,7689,15 50.6,+45 40,2,81,2.8,3,72.43,49.89,0.6858,0.6539,0.207,68.59,41.63,0.26,0.214,378,15 52 12.0,+45 31 07,238.04999999999998,45.51861111111111
zwicky,VII/4A/zwicky,VII/4A/zwicky,7690,7690,15 50.8,+10 29,3,30,0.5,5,20.46,44.12,0.7795,0.2724,0.7304,117.6,45.47,0.05,0.007,4391,15 53 11.4,+10 20 09,238.29749999999996,10.335833333333333
zwicky,VII/4A/zwicky,VII/4A/zwicky,7691,7691,15 51.0,+17 55,3,87,2.3,3,30.15,47.2,0.7298,0.3666,0.6311,107.0,46.54,0.21,0.145,601,15 53 15.5,+17 46 09,238.3145833333333,17.769166666666667
zwicky,VII/4A/zwicky,VII/4A/zwicky,7692,7692,15 51.2,+24 36,2,94,2.1,4,39.73,49.19,0.6973,0.4457,0.5363,97.27,46.65,0.2,0.121,780,15 53 19.9,+24 27 10,238.33291666666662,24.452777777777776
zwicky,VII/4A/zwicky,VII/4A/zwicky,7693,7693,15 51.2,+76 33,3,79,1.0,5,111.11,36.31,0.9031,0.8425,-0.3252,37.24,24.81,0.09,0.027,2891,15 49 51.2,+76 24 04,237.4633333333333,76.40111111111112
zwicky,VII/4A/zwicky,VII/4A/zwicky,7694,7694,15 51.3,+30 13,1,157,5.7,2,48.27,50.23,0.6803,0.5077,0.4528,89.17,46.08,0.53,0.888,176,15 53 18.8,+30 04 10,238.32833333333332,30.069444444444443
zwicky,VII/4A/zwicky,VII/4A/zwicky,7695,7695,15 51.4,+12 08,3,53,0.5,5,22.6,44.75,0.7694,0.2957,0.7103,115.33,45.92,0.05,0.007,7758,15 53 45.7,+11 59 11,238.4404166666666,11.986388888888888
zwicky,VII/4A/zwicky,VII/4A/zwicky,7696,7696,15 51.4,+15 39,2,56,1.6,4,27.14,46.24,0.7453,0.34,0.6632,110.3,46.43,0.15,0.07,800,15 53 42.0,+15 30 11,238.42499999999995,15.503055555555555
zwicky,VII/4A/zwicky,VII/4A/zwicky,7697,7697,15 51.5,+50 44,2,81,1.3,5,79.91,48.53,0.7081,0.6972,0.124,62.47,39.6,0.12,0.046,1753,15 52 54.6,+50 35 10,238.2275,50.586111111111116
zwicky,VII/4A/zwicky,VII/4A/zwicky,7698,7698,15 51.6,+06 45,2,84,1.2,5,16.15,42.1,0.8119,0.2258,0.7799,122.81,44.79,0.11,0.039,2134,15 54 03.1,+06 36 12,238.51291666666665,6.603333333333333
zwicky,VII/4A/zwicky,VII/4A/zwicky,7699,7699,15 51.8,+26 25,2,101,1.6,4,42.49,49.47,0.6927,0.4679,0.5108,94.62,46.65,0.15,0.07,1443,15 53 53.7,+26 16 12,238.47374999999997,26.27
zwicky,VII/4A/zwicky,VII/4A/zwicky,7700,7700,15 51.9,+51 14,3,119,2.0,5,80.61,48.32,0.7115,0.7019,0.1161,61.85,39.42,0.19,0.109,1088,15 53 17.3,+51 05 11,238.32208333333332,51.08638888888889
zwicky,VII/4A/zwicky,VII/4A/zwicky,7701,7701,15 51.9,+62 10,3,94,1.4,5,95.24,44.13,0.7793,0.7761,-0.0712,50.21,33.73,0.13,0.054,1755,15 52 40.7,+62 01 10,238.16958333333332,62.019444444444446
zwicky,VII/4A/zwicky,VII/4A/zwicky,7702,7702,15 52.4,+70 44,2,136,2.0,5,105.08,39.68,0.8503,0.821,-0.2213,42.17,28.62,0.19,0.109,1244,15 52 16.2,+70 35 10,238.0675,70.58611111111111
zwicky,VII/4A/zwicky,VII/4A/zwicky,7703,7703,15 52.5,+34 35,2,285,12.3,1,55.11,50.36,0.6781,0.5562,0.3878,82.96,45.49,1.15,4.134,68,15 54 24.7,+34 26 14,238.60291666666663,34.43722222222222
zwicky,VII/4A/zwicky,VII/4A/zwicky,7704,7704,15 52.6,+23 55,2,106,2.9,3,38.84,48.71,0.7052,0.4423,0.5493,98.25,47.0,0.27,0.23,461,15 54 44.6,+23 46 15,238.6858333333333,23.770833333333332
zwicky,VII/4A/zwicky,VII/4A/zwicky,7705,7705,15 52.6,+32 30,3,75,0.9,5,51.86,50.21,0.6807,0.5354,0.4203,85.87,45.95,0.08,0.022,3388,15 54 33.6,+32 21 15,238.64,32.35416666666667
zwicky,VII/4A/zwicky,VII/4A/zwicky,7706,7706,15 52.6,+60 44,1,118,5.3,2,93.4,44.71,0.7701,0.7687,-0.0456,51.58,34.6,0.49,0.768,153,15 53 28.7,+60 35 13,238.36958333333328,60.58694444444445
zwicky,VII/4A/zwicky,VII/4A/zwicky,7707,7707,15 52.7,+11 12,2,455,9.7,1,21.64,44.04,0.7808,0.2879,0.7257,116.73,46.07,0.9,2.571,176,15 55 04.6,+11 03 16,238.76916666666665,11.054444444444446
zwicky,VII/4A/zwicky,VII/4A/zwicky,7708,7708,15 52.9,+24 19,2,107,1.1,5,39.45,48.74,0.7046,0.4477,0.544,97.66,47.05,0.1,0.033,3236,15 55 02.1,+24 10 16,238.75874999999996,24.171111111111113
zwicky,VII/4A/zwicky,VII/4A/zwicky,7709,7709,15 53.0,+65 38,2,96,3.4,3,99.32,42.35,0.8079,0.7972,-0.1309,46.79,31.8,0.32,0.316,303,15 53 28.7,+65 29 14,238.36958333333328,65.48722222222223
zwicky,VII/4A/zwicky,VII/4A/zwicky,7710,7710,15 53.1,+63 16,1,84,1.9,5,96.5,43.5,0.7895,0.7845,-0.0893,49.04,33.2,0.18,0.099,851,15 53 47.2,+63 07 14,238.44666666666663,63.120555555555555
zwicky,VII/4A/zwicky,VII/4A/zwicky,7711,7711,15 53.3,+25 18,2,73,1.0,5,40.94,48.89,0.7022,0.4601,0.5304,96.21,47.08,0.09,0.027,2671,15 55 24.9,+25 09 18,238.85374999999996,25.154999999999998
zwicky,VII/4A/zwicky,VII/4A/zwicky,7712,7712,15 53.4,+28 20,2,94,1.0,5,45.49,49.49,0.6924,0.4938,0.4854,91.78,46.8,0.09,0.027,3439,15 55 27.1,+28 11 18,238.86291666666662,28.188333333333333
zwicky,VII/4A/zwicky,VII/4A/zwicky,7713,7713,15 53.4,+36 14,2,280,6.7,4,57.7,50.23,0.6803,0.5751,0.3635,80.62,45.25,0.62,1.227,228,15 55 16.1,+36 05 18,238.8170833333333,36.08833333333334
zwicky,VII/4A/zwicky,VII/4A/zwicky,7714,7714,15 53.4,+71 04,2,67,1.2,5,105.38,39.42,0.8543,0.8237,-0.2266,41.81,28.47,0.11,0.039,1702,15 53 12.7,+70 55 14,238.30291666666665,70.92055555555557
zwicky,VII/4A/zwicky,VII/4A/zwicky,7715,7715,15 53.5,+65 13,3,79,1.0,5,98.8,42.51,0.8053,0.7958,-0.1232,47.14,32.09,0.09,0.027,2891,15 54 00.9,+65 04 16,238.50374999999997,65.07111111111111
zwicky,VII/4A/zwicky,VII/4A/zwicky,7716,7716,15 53.9,+15 59,2,60,1.5,4,27.93,45.82,0.7521,0.3522,0.6645,109.91,47.07,0.14,0.061,975,15 56 11.5,+15 50 20,239.04791666666665,15.83888888888889
zwicky,VII/4A/zwicky,VII/4A/zwicky,7717,7717,15 53.9,+61 54,1,86,2.2,4,94.76,44.05,0.7807,0.778,-0.0648,50.32,34.07,0.21,0.132,650,15 54 41.3,+61 45 18,238.67208333333332,61.755
zwicky,VII/4A/zwicky,VII/4A/zwicky,7718,7718,15 53.9,+73 33,2,67,1.9,4,107.97,37.97,0.8772,0.8344,-0.2706,39.64,26.9,0.18,0.099,679,15 53 16.0,+73 24 15,238.31666666666663,73.40416666666667
zwicky,VII/4A/zwicky,VII/4A/zwicky,7719,7719,15 54.0,+24 18,3,111,1.2,5,39.53,48.5,0.7086,0.451,0.5466,97.66,47.3,0.11,0.039,2820,15 56 08.1,+24 09 20,239.03374999999997,24.155555555555555
zwicky,VII/4A/zwicky,VII/4A/zwicky,7720,7720,15 54.1,+21 45,3,70,0.8,5,35.86,47.77,0.7204,0.422,0.5839,101.43,47.4,0.07,0.017,4002,15 56 17.1,+21 36 21,239.07124999999996,21.605833333333333
zwicky,VII/4A/zwicky,VII/4A/zwicky,7721,7721,15 54.2,+22 39,2,84,1.2,5,37.16,48.01,0.7165,0.4328,0.5711,100.09,47.41,0.11,0.039,2134,15 56 22.0,+22 30 21,239.09166666666664,22.50583333333333
zwicky,VII/4A/zwicky,VII/4A/zwicky,7722,7722,15 54.4,+25 51,2,130,4.4,2,41.84,48.78,0.7041,0.4696,0.5246,95.37,47.28,0.41,0.529,245,15 56 30.2,+25 42 22,239.12583333333333,25.70611111111111
zwicky,VII/4A/zwicky,VII/4A/zwicky,7723,7723,15 54.5,+14 29,2,70,1.3,4,26.05,45.09,0.764,0.3356,0.6863,112.12,47.02,0.12,0.046,1515,15 56 49.1,+14 20 23,239.2045833333333,14.339722222222223
zwicky,VII/4A/zwicky,VII/4A/zwicky,7724,7724,15 54.5,+24 44,3,220,1.9,5,40.2,48.49,0.7087,0.4574,0.5413,97.02,47.39,0.18,0.099,2230,15 56 37.5,+24 35 22,239.15624999999997,24.589444444444442
zwicky,VII/4A/zwicky,VII/4A/zwicky,7725,7725,15 54.5,+39 55,2,132,4.8,1,63.43,49.92,0.6854,0.613,0.3065,75.57,44.36,0.45,0.63,209,15 56 16.1,+39 46 22,239.06708333333333,39.772777777777776
zwicky,VII/4A/zwicky,VII/4A/zwicky,7726,7726,15 54.7,+43 01,3,81,1.4,5,68.21,49.59,0.6908,0.6414,0.2565,71.52,43.31,0.13,0.054,1512,15 56 22.5,+42 52 22,239.09374999999997,42.87277777777778
zwicky,VII/4A/zwicky,VII/4A/zwicky,7727,7727,15 54.8,+16 13,3,57,1.3,4,28.36,45.72,0.7538,0.358,0.6634,109.59,47.3,0.12,0.046,1234,15 57 05.2,+16 04 24,239.27166666666665,16.073333333333334
zwicky,VII/4A/zwicky,VII/4A/zwicky,7728,7728,15 54.8,+51 06,2,87,1.5,5,80.22,47.93,0.718,0.7075,0.122,61.73,39.88,0.14,0.061,1415,15 56 11.1,+50 57 22,239.04624999999996,50.95611111111111
zwicky,VII/4A/zwicky,VII/4A/zwicky,7729,7729,15 55.0,+32 35,2,83,0.9,5,52.06,49.71,0.6888,0.5432,0.4235,85.6,46.43,0.08,0.022,3749,15 56 57.3,+32 26 24,239.23874999999998,32.44
zwicky,VII/4A/zwicky,VII/4A/zwicky,7730,7730,15 55.0,+33 10,2,123,2.8,4,52.96,49.76,0.688,0.5492,0.4144,84.77,46.31,0.26,0.214,574,15 56 56.5,+33 01 24,239.23541666666662,33.02333333333333
zwicky,VII/4A/zwicky,VII/4A/zwicky,7731,7731,15 55.1,+22 12,1,100,3.3,3,36.6,47.68,0.7219,0.4304,0.5795,100.76,47.63,0.31,0.298,336,15 57 16.5,+22 03 25,239.31874999999997,22.056944444444444
zwicky,VII/4A/zwicky,VII/4A/zwicky,7732,7732,15 55.1,+41 46,2,137,10.1,1,66.28,49.65,0.6897,0.6314,0.2775,73.09,43.84,0.94,2.788,49,15 56 48.8,+41 37 24,239.20333333333332,41.623333333333335
zwicky,VII/4A/zwicky,VII/4A/zwicky,7733,7733,15 55.2,-00 32,2,109,2.4,2,8.9,37.32,0.8874,0.1373,0.8767,132.81,43.28,0.22,0.157,692,15 57 46.4,-00 40 34,239.44333333333327,-0.6761111111111111
zwicky,VII/4A/zwicky,VII/4A/zwicky,7734,7734,15 55.3,+45 29,3,74,1.2,5,71.93,49.12,0.6985,0.6641,0.2167,68.37,42.44,0.11,0.039,1880,15 56 53.7,+45 20 24,239.22374999999997,45.34
zwicky,VII/4A/zwicky,VII/4A/zwicky,7735,7735,15 55.6,+37 35,2,92,3.2,3,59.8,49.79,0.6875,0.5942,0.3458,78.61,45.29,0.3,0.28,328,15 57 25.8,+37 26 26,239.35749999999996,37.440555555555555
zwicky,VII/4A/zwicky,VII/4A/zwicky,7736,7736,15 55.7,+35 35,3,99,1.5,4,56.71,49.75,0.6882,0.5752,0.3777,81.34,45.86,0.14,0.061,1610,15 57 34.8,+35 26 26,239.39499999999995,35.440555555555555
zwicky,VII/4A/zwicky,VII/4A/zwicky,7737,7737,15 56.0,+23 10,3,54,0.7,5,38.07,47.76,0.7207,0.4444,0.5674,99.31,47.81,0.07,0.013,4032,15 58 09.3,+23 01 28,239.53875,23.024444444444445
zwicky,VII/4A/zwicky,VII/4A/zwicky,7738,7738,15 56.1,+21 41,2,77,2.0,4,35.97,47.31,0.728,0.4276,0.5891,101.52,47.86,0.19,0.109,704,15 58 17.0,+21 32 28,239.5708333333333,21.541111111111114
zwicky,VII/4A/zwicky,VII/4A/zwicky,7739,7739,15 56.1,+28 29,1,226,8.2,1,45.87,48.93,0.7016,0.5036,0.4885,91.46,47.37,0.76,1.837,122,15 58 08.7,+28 20 28,239.53624999999997,28.34111111111111
zwicky,VII/4A/zwicky,VII/4A/zwicky,7740,7740,15 56.2,+27 25,3,415,4.6,3,44.29,48.71,0.7051,0.4924,0.5048,93.01,47.53,0.43,0.578,717,15 58 16.1,+27 16 29,239.5670833333333,27.27472222222222
zwicky,VII/4A/zwicky,VII/4A/zwicky,7741,7741,15 56.4,+60 23,1,87,2.1,5,92.67,44.44,0.7744,0.7736,-0.0361,51.61,35.19,0.2,0.121,721,15 57 17.1,+60 14 27,239.32124999999996,60.240833333333335
zwicky,VII/4A/zwicky,VII/4A/zwicky,7742,7742,15 56.5,+02 45,1,140,5.5,1,12.56,38.92,0.8622,0.1876,0.8416,128.71,44.75,0.51,0.827,169,15 59 01.1,+02 36 30,239.7545833333333,2.6083333333333334
zwicky,VII/4A/zwicky,VII/4A/zwicky,7743,7743,15 56.5,+64 46,1,80,2.3,4,98.06,42.46,0.8062,0.7982,-0.113,47.34,32.61,0.21,0.145,553,15 57 02.4,+64 37 27,239.25999999999996,64.62416666666665
zwicky,VII/4A/zwicky,VII/4A/zwicky,7744,7744,15 56.6,+56 35,2,83,1.6,5,87.7,45.91,0.7507,0.7501,0.0302,55.51,37.32,0.15,0.07,1186,15 57 43.0,+56 26 28,239.42916666666662,56.441111111111105
zwicky,VII/4A/zwicky,VII/4A/zwicky,7745,7745,15 56.7,+32 57,2,53,1.5,5,52.67,49.39,0.6941,0.5519,0.4209,84.97,46.7,0.14,0.061,862,15 58 38.6,+32 48 30,239.6608333333333,32.80833333333333
zwicky,VII/4A/zwicky,VII/4A/zwicky,7746,7746,15 56.8,+26 41,1,298,7.1,2,43.24,48.43,0.7097,0.4862,0.517,94.08,47.74,0.66,1.378,216,15 58 52.9,+26 32 31,239.72041666666664,26.541944444444447
zwicky,VII/4A/zwicky,VII/4A/zwicky,7747,7747,15 57.1,+14 48,2,31,0.5,5,26.83,44.64,0.7711,0.348,0.6881,111.77,47.7,0.05,0.007,4537,15 59 24.6,+14 39 32,239.85249999999996,14.658888888888889
zwicky,VII/4A/zwicky,VII/4A/zwicky,7748,7748,15 57.1,+40 21,3,57,1.4,5,64.05,49.39,0.694,0.624,0.3036,74.76,44.69,0.13,0.054,1064,15 58 51.0,+40 12 31,239.71249999999998,40.20861111111111
zwicky,VII/4A/zwicky,VII/4A/zwicky,7749,7749,15 57.4,+62 35,1,111,4.5,3,95.35,43.38,0.7915,0.788,-0.0738,49.36,34.0,0.42,0.553,200,15 58 07.2,+62 26 31,239.52999999999997,62.44194444444444
zwicky,VII/4A/zwicky,VII/4A/zwicky,7750,7750,15 57.5,+70 36,2,96,2.1,5,104.64,39.4,0.8547,0.827,-0.216,41.98,29.02,0.2,0.121,796,15 57 21.2,+70 27 29,239.33833333333328,70.45805555555556
zwicky,VII/4A/zwicky,VII/4A/zwicky,7751,7751,15 57.6,+22 18,3,135,1.1,5,36.99,47.16,0.7304,0.4395,0.5834,100.59,48.2,0.1,0.033,4082,15 59 46.2,+22 09 34,239.94249999999997,22.159444444444443
zwicky,VII/4A/zwicky,VII/4A/zwicky,7752,7752,15 58.0,+50 21,3,91,1.6,5,78.94,47.64,0.7227,0.7092,0.1386,62.28,40.69,0.15,0.07,1300,15 59 24.4,+50 12 34,239.85166666666663,50.20944444444445
zwicky,VII/4A/zwicky,VII/4A/zwicky,7753,7753,15 58.2,+00 24,2,75,1.3,4,10.4,37.25,0.8885,0.1604,0.8739,132.0,44.33,0.12,0.046,1624,16 00 45.4,+00 15 37,240.1891666666666,0.2602777777777778
zwicky,VII/4A/zwicky,VII/4A/zwicky,7754,7754,15 58.6,+13 06,3,43,0.5,5,24.89,43.6,0.7879,0.3316,0.7147,114.35,47.82,0.05,0.007,6294,16 00 56.4,+12 57 38,240.23499999999999,12.960555555555555
zwicky,VII/4A/zwicky,VII/4A/zwicky,7755,7755,15 58.6,+54 10,3,77,1.7,5,84.27,46.46,0.7417,0.738,0.074,57.92,38.85,0.16,0.079,975,15 59 50.0,+54 01 36,239.9583333333333,54.026666666666664
zwicky,VII/4A/zwicky,VII/4A/zwicky,7756,7756,15 59.0,+23 20,3,70,0.8,5,38.58,47.14,0.7307,0.4557,0.5712,99.02,48.49,0.07,0.017,4002,16 01 08.9,+23 11 39,240.2870833333333,23.194166666666668
zwicky,VII/4A/zwicky,VII/4A/zwicky,7757,7757,15 59.0,+38 19,2,99,3.7,3,60.92,49.11,0.6987,0.6106,0.3396,77.31,45.7,0.35,0.374,264,16 00 48.2,+38 10 39,240.20083333333332,38.177499999999995
zwicky,VII/4A/zwicky,VII/4A/zwicky,7758,7758,15 59.0,+53 53,3,281,9.4,1,83.86,46.49,0.7412,0.737,0.0793,58.18,39.05,0.88,2.415,116,16 00 14.8,+53 44 38,240.06166666666664,53.74388888888889
zwicky,VII/4A/zwicky,VII/4A/zwicky,7759,7759,15 59.2,+32 34,2,111,1.1,5,52.16,48.83,0.7032,0.5554,0.4314,85.35,47.3,0.1,0.033,3357,16 01 08.9,+32 25 40,240.2870833333333,32.42777777777778
zwicky,VII/4A/zwicky,VII/4A/zwicky,7760,7760,15 59.3,+46 15,2,115,3.6,3,72.89,48.3,0.7119,0.6804,0.2095,67.03,42.76,0.34,0.354,324,16 00 51.5,+46 06 39,240.2145833333333,46.11083333333333
zwicky,VII/4A/zwicky,VII/4A/zwicky,7761,7761,15 59.5,+13 21,1,93,1.5,4,25.33,43.51,0.7894,0.3377,0.7135,114.03,48.07,0.14,0.061,1512,16 01 50.1,+13 12 41,240.45874999999995,13.211388888888887
zwicky,VII/4A/zwicky,VII/4A/zwicky,7762,7762,16 00.2,+61 35,2,158,5.1,2,93.91,43.52,0.7892,0.7874,-0.0539,50.1,34.86,0.48,0.711,222,16 00 59.0,+61 26 41,240.24583333333334,61.44472222222222
zwicky,VII/4A/zwicky,VII/4A/zwicky,7763,7763,16 00.4,+19 25,2,2859,33.8,1,33.32,45.63,0.7551,0.4148,0.631,104.95,48.85,3.15,31.218,91,16 02 37.4,+19 16 45,240.65583333333336,19.279166666666665
zwicky,VII/4A/zwicky,VII/4A/zwicky,7764,7764,16 00.7,+03 22,3,108,1.6,4,13.96,38.38,0.8707,0.2101,0.845,128.38,45.95,0.15,0.07,1543,16 03 12.4,+03 13 46,240.80166666666665,3.229444444444445
zwicky,VII/4A/zwicky,VII/4A/zwicky,7765,7765,16 00.8,+38 04,2,190,7.7,2,60.53,48.76,0.7044,0.6133,0.3465,77.5,46.12,0.72,1.62,117,16 02 36.4,+37 55 45,240.65166666666667,37.92916666666667
zwicky,VII/4A/zwicky,VII/4A/zwicky,7766,7766,16 00.8,+65 08,3,125,2.8,3,98.2,41.88,0.8154,0.807,-0.1163,46.66,32.75,0.26,0.214,583,16 01 17.0,+64 59 43,240.32083333333333,64.99527777777777
zwicky,VII/4A/zwicky,VII/4A/zwicky,7767,7767,16 00.9,+25 28,2,246,5.8,1,41.78,47.26,0.7287,0.4855,0.5434,95.76,48.78,0.54,0.919,267,16 03 00.2,+25 19 46,240.7508333333333,25.329444444444444
zwicky,VII/4A/zwicky,VII/4A/zwicky,7768,7768,16 01.0,+03 05,3,106,2.6,2,13.71,38.17,0.8741,0.2072,0.8492,128.79,45.92,0.24,0.185,573,16 03 30.7,+02 56 47,240.87791666666666,2.946388888888889
zwicky,VII/4A/zwicky,VII/4A/zwicky,7769,7769,16 01.0,+50 39,2,88,1.4,5,79.2,47.1,0.7314,0.7184,0.1371,61.62,40.96,0.13,0.054,1643,16 02 23.1,+50 30 45,240.59625,50.5125
zwicky,VII/4A/zwicky,VII/4A/zwicky,7770,7770,16 01.1,+25 34,2,137,1.3,5,41.94,47.24,0.7291,0.4873,0.5423,95.6,48.82,0.12,0.046,2966,16 03 12.0,+25 25 47,240.79999999999998,25.429722222222225
zwicky,VII/4A/zwicky,VII/4A/zwicky,7771,7771,16 01.1,+73 18,2,56,1.8,4,107.34,37.69,0.8816,0.8415,-0.2627,39.47,27.45,0.17,0.089,632,16 00 27.4,+73 09 42,240.11416666666662,73.16166666666668
zwicky,VII/4A/zwicky,VII/4A/zwicky,7772,7772,16 01.3,+42 20,3,80,1.8,5,66.97,48.46,0.7093,0.6528,0.2775,71.76,44.69,0.17,0.089,903,16 02 58.9,+42 11 47,240.74541666666664,42.19638888888888
zwicky,VII/4A/zwicky,VII/4A/zwicky,7773,7773,16 01.5,-02 01,2,99,3.7,1,8.56,35.17,0.9208,0.137,0.9106,135.56,44.15,0.35,0.374,264,16 04 05.9,-02 09 10,241.02458333333328,-2.1527777777777777
zwicky,VII/4A/zwicky,VII/4A/zwicky,7774,7774,16 01.7,+08 55,2,87,1.8,3,20.32,41.01,0.8292,0.288,0.7776,120.69,47.75,0.17,0.089,982,16 04 06.7,+08 46 50,241.02791666666664,8.780555555555557
zwicky,VII/4A/zwicky,VII/4A/zwicky,7775,7775,16 01.7,+23 31,3,58,0.6,5,39.09,46.59,0.7396,0.4663,0.5741,98.69,49.1,0.06,0.01,5895,16 03 50.5,+23 22 50,240.96041666666665,23.380555555555556
zwicky,VII/4A/zwicky,VII/4A/zwicky,7776,7776,16 02.1,+26 15,3,90,0.9,5,42.99,47.18,0.7301,0.4979,0.534,94.54,48.97,0.08,0.022,4066,16 04 11.1,+26 06 51,241.04624999999996,26.11416666666667
zwicky,VII/4A/zwicky,VII/4A/zwicky,7777,7777,16 02.3,+59 17,3,70,1.6,5,90.85,44.2,0.7782,0.7782,-0.0115,52.19,36.43,0.15,0.07,1000,16 03 14.0,+59 08 50,240.8083333333333,59.14722222222222
zwicky,VII/4A/zwicky,VII/4A/zwicky,7778,7778,16 02.4,+27 34,3,112,1.0,5,44.91,47.39,0.7266,0.513,0.5146,92.53,48.88,0.09,0.027,4098,16 04 27.4,+27 25 52,241.11416666666662,27.43111111111111
zwicky,VII/4A/zwicky,VII/4A/zwicky,7779,7779,16 02.5,+23 44,2,99,1.1,5,39.46,46.48,0.7415,0.4713,0.5725,98.35,49.26,0.1,0.033,2994,16 04 38.2,+23 35 53,241.15916666666664,23.598055555555554
zwicky,VII/4A/zwicky,VII/4A/zwicky,7780,7780,16 02.8,+29 13,1,51,1.4,4,47.34,47.61,0.7231,0.5317,0.49,90.03,48.71,0.13,0.054,952,16 04 49.2,+29 04 54,241.20499999999996,29.081666666666667
zwicky,VII/4A/zwicky,VII/4A/zwicky,7781,7781,16 02.9,+02 35,2,61,1.2,4,13.51,37.5,0.8846,0.2066,0.8602,129.69,46.2,0.11,0.039,1550,16 05 25.2,+02 26 55,241.35499999999996,2.4486111111111115
zwicky,VII/4A/zwicky,VII/4A/zwicky,7782,7782,16 03.0,+16 39,3,194,2.8,3,29.99,44.07,0.7804,0.39,0.6759,109.21,49.3,0.26,0.214,905,16 05 16.4,+16 30 55,241.31833333333327,16.51527777777778
zwicky,VII/4A/zwicky,VII/4A/zwicky,7783,7783,16 03.1,+07 38,1,80,2.0,4,19.07,40.08,0.8439,0.2758,0.7976,122.67,47.77,0.19,0.109,731,16 05 32.0,+07 29 55,241.3833333333333,7.498611111111111
zwicky,VII/4A/zwicky,VII/4A/zwicky,7784,7784,16 03.4,+52 47,2,65,1.5,5,82.06,46.19,0.7462,0.739,0.1031,58.96,40.18,0.14,0.061,1057,16 04 41.0,+52 38 54,241.1708333333333,52.64833333333333
zwicky,VII/4A/zwicky,VII/4A/zwicky,7785,7785,16 03.5,+56 42,3,60,1.2,5,87.38,44.98,0.7657,0.7649,0.035,54.73,38.05,0.11,0.039,1524,16 04 35.0,+56 33 54,241.14583333333331,56.565
zwicky,VII/4A/zwicky,VII/4A/zwicky,7786,7786,16 03.5,+63 37,1,63,1.5,5,96.2,42.3,0.8087,0.8039,-0.0873,47.86,33.92,0.14,0.061,1024,16 04 06.4,+63 28 54,241.02666666666664,63.48166666666667
zwicky,VII/4A/zwicky,VII/4A/zwicky,7787,7787,16 03.7,+00 06,1,438,11.6,1,11.07,35.95,0.9088,0.1745,0.8919,133.13,45.49,1.08,3.677,119,16 06 15.7,-00 02 02,241.5654166666667,-0.033888888888888885
zwicky,VII/4A/zwicky,VII/4A/zwicky,7788,7788,16 04.0,+07 07,3,182,2.2,4,18.63,39.63,0.851,0.2719,0.8064,123.5,47.85,0.21,0.132,1376,16 06 26.5,+06 58 59,241.61041666666668,6.983055555555556
zwicky,VII/4A/zwicky,VII/4A/zwicky,7789,7789,16 04.0,+27 17,1,116,5.1,3,44.61,46.99,0.7332,0.5149,0.522,92.88,49.26,0.48,0.711,163,16 06 03.6,+27 08 58,241.51500000000001,27.149444444444445
zwicky,VII/4A/zwicky,VII/4A/zwicky,7790,7790,16 04.0,+55 44,3,81,1.6,4,86.05,45.23,0.7617,0.7599,0.0524,55.69,38.65,0.15,0.07,1157,16 05 08.1,+55 35 56,241.28374999999994,55.598888888888894
zwicky,VII/4A/zwicky,VII/4A/zwicky,7791,7791,16 04.1,+14 07,2,519,3.7,2,26.93,42.82,0.8004,0.3625,0.7136,113.12,49.28,0.35,0.374,1387,16 06 25.1,+13 58 59,241.60458333333335,13.983055555555556
zwicky,VII/4A/zwicky,VII/4A/zwicky,7792,7792,16 04.1,+54 45,3,230,2.1,5,84.72,45.52,0.757,0.7538,0.0697,56.73,39.21,0.2,0.121,1908,16 05 17.2,+54 36 57,241.32166666666663,54.615833333333335
zwicky,VII/4A/zwicky,VII/4A/zwicky,7793,7793,16 04.4,+61 13,3,61,0.7,5,93.17,43.21,0.7942,0.793,-0.0439,50.08,35.48,0.07,0.013,4555,16 05 11.5,+61 04 57,241.2979166666666,61.0825
