catalog,vizier_source,vizier_table,recno,Zwicky,RA1950,DE1950,Type,GalCnt,Diam,DistGroup,GLON,GLAT,RLamb,XLamb,YLamb,SGLON,SGLAT,ClusRad,ClusArea,Pop,_RA.icrs,_DE.icrs,RA_deg,Dec_deg
zwicky,VII/4A/zwicky,VII/4A/zwicky,575,575,01 51.9,+21 25,2,88,1.9,5,141.91,-38.87,-0.8631,0.5325,-0.6793,321.52,-7.49,0.18,0.099,892,01 54 40.3,+21 39 42,28.667916666666663,21.661666666666665
zwicky,VII/4A/zwicky,VII/4A/zwicky,576,576,01 52.0,+08 56,2,95,4.6,3,147.99,-50.59,-0.6743,0.3575,-0.5718,309.57,-11.62,0.43,0.578,164,01 54 38.8,+09 10 42,28.66166666666666,9.178333333333333
zwicky,VII/4A/zwicky,VII/4A/zwicky,577,577,01 52.0,+33 37,2,144,6.3,3,137.72,-27.18,-1.0423,0.7012,-0.7712,332.99,-3.19,0.59,1.085,132,01 54 55.0,+33 51 42,28.72916666666666,33.861666666666665
zwicky,VII/4A/zwicky,VII/4A/zwicky,578,578,01 52.3,+19 47,1,116,2.7,5,142.69,-40.39,-0.8391,0.5086,-0.6673,320.0,-8.14,0.25,0.199,582,01 55 03.3,+20 01 41,28.763749999999995,20.028055555555554
zwicky,VII/4A/zwicky,VII/4A/zwicky,579,579,01 53.0,+04 30,2,77,2.4,5,151.28,-54.56,-0.6088,0.2925,-0.5339,305.32,-13.19,0.22,0.157,489,01 55 36.3,+04 44 40,28.901249999999994,4.7444444444444445
zwicky,VII/4A/zwicky,VII/4A/zwicky,580,580,01 53.0,+14 26,2,104,1.8,4,145.34,-45.38,-0.7592,0.4318,-0.6245,314.95,-10.09,0.17,0.089,1174,01 55 42.1,+14 40 40,28.92541666666666,14.677777777777777
zwicky,VII/4A/zwicky,VII/4A/zwicky,581,581,01 53.1,+26 00,3,63,1.6,5,140.5,-34.42,-0.9325,0.5931,-0.7196,325.94,-6.14,0.15,0.07,900,01 55 55.5,+26 14 40,28.981249999999992,26.244444444444447
zwicky,VII/4A/zwicky,VII/4A/zwicky,582,582,01 53.8,+07 06,2,90,2.3,5,149.79,-52.11,-0.6494,0.3267,-0.5612,307.92,-12.6,0.21,0.145,622,01 56 25.8,+07 20 38,29.107499999999998,7.3438888888888885
zwicky,VII/4A/zwicky,VII/4A/zwicky,583,583,01 54.0,-02 05,2,64,1.7,4,157.35,-60.29,-0.5128,0.1975,-0.4732,298.88,-15.3,0.16,0.079,810,01 56 32.7,-01 50 22,29.136249999999997,-1.8394444444444447
zwicky,VII/4A/zwicky,VII/4A/zwicky,584,584,01 54.0,+00 48,2,55,1.5,4,154.64,-57.76,-0.5553,0.2379,-0.5017,301.75,-14.51,0.14,0.061,894,01 56 34.3,+01 02 38,29.142916666666665,1.043888888888889
zwicky,VII/4A/zwicky,VII/4A/zwicky,585,585,01 54.1,+11 20,1,90,2.1,5,147.33,-48.17,-0.7139,0.3853,-0.601,312.06,-11.34,0.2,0.121,746,01 56 46.3,+11 34 38,29.192916666666665,11.577222222222222
zwicky,VII/4A/zwicky,VII/4A/zwicky,586,586,01 54.2,+00 33,3,75,1.3,5,154.94,-57.96,-0.552,0.2338,-0.5,301.51,-14.62,0.12,0.046,1624,01 56 46.1,+00 47 38,29.19208333333333,0.7938888888888889
zwicky,VII/4A/zwicky,VII/4A/zwicky,587,587,01 54.3,+10 43,2,72,1.8,5,147.75,-48.73,-0.7049,0.3761,-0.5961,311.48,-11.59,0.17,0.089,813,01 56 57.9,+10 57 37,29.241249999999994,10.960277777777778
zwicky,VII/4A/zwicky,VII/4A/zwicky,588,588,01 54.3,+32 01,3,142,4.4,2,138.75,-28.58,-1.0213,0.6734,-0.7679,331.68,-4.23,0.41,0.529,268,01 57 12.1,+32 15 37,29.300416666666663,32.26027777777778
zwicky,VII/4A/zwicky,VII/4A/zwicky,589,589,01 55.0,+12 57,1,96,7.8,2,146.75,-46.59,-0.7396,0.4055,-0.6186,313.69,-11.03,0.73,1.663,57,01 57 41.3,+13 11 36,29.42208333333333,13.193333333333333
zwicky,VII/4A/zwicky,VII/4A/zwicky,590,590,01 55.2,+40 51,2,152,7.3,2,136.26,-20.04,-1.1465,0.7927,-0.8283,339.96,-1.12,0.68,1.456,104,01 58 14.0,+41 05 35,29.55833333333333,41.09305555555556
zwicky,VII/4A/zwicky,VII/4A/zwicky,591,591,01 55.6,-00 55,2,68,1.6,5,156.88,-59.08,-0.5332,0.2094,-0.4904,300.15,-15.37,0.15,0.07,972,01 58 09.3,-00 40 25,29.53875,-0.673611111111111
zwicky,VII/4A/zwicky,VII/4A/zwicky,592,592,01 56.0,-02 02,3,81,1.4,5,158.16,-59.99,-0.5178,0.1926,-0.4806,299.07,-15.77,0.13,0.054,1512,01 58 32.7,-01 47 26,29.636249999999997,-1.7905555555555555
zwicky,VII/4A/zwicky,VII/4A/zwicky,593,593,01 57.0,+33 15,2,55,1.2,4,138.96,-27.24,-1.0414,0.6838,-0.7855,333.03,-4.3,0.11,0.039,1397,01 59 55.5,+33 29 31,29.981249999999996,33.49194444444444
zwicky,VII/4A/zwicky,VII/4A/zwicky,594,594,01 57.3,+10 03,2,55,1.2,5,149.18,-49.06,-0.6995,0.3584,-0.6007,311.07,-12.5,0.11,0.039,1397,01 59 57.7,+10 17 31,29.990416666666665,10.291944444444445
zwicky,VII/4A/zwicky,VII/4A/zwicky,595,595,01 58.0,+00 18,2,80,1.8,5,156.73,-57.72,-0.556,0.2196,-0.5107,301.54,-15.61,0.17,0.089,903,02 00 34.0,+00 32 30,30.141666666666666,0.5416666666666666
zwicky,VII/4A/zwicky,VII/4A/zwicky,596,596,01 58.1,+26 30,2,68,2.6,4,141.61,-33.6,-0.9451,0.587,-0.7408,326.81,-7.01,0.24,0.185,368,02 00 56.4,+26 44 29,30.234999999999996,26.74138888888889
zwicky,VII/4A/zwicky,VII/4A/zwicky,597,597,01 58.8,-00 40,2,55,1.4,5,157.97,-58.46,-0.5436,0.2039,-0.5039,300.63,-16.07,0.13,0.054,1026,02 01 21.4,-00 25 32,30.33916666666666,-0.4255555555555556
zwicky,VII/4A/zwicky,VII/4A/zwicky,598,598,01 59.0,-01 21,1,118,8.4,2,158.73,-59.02,-0.5342,0.1938,-0.4978,299.96,-16.3,0.78,1.928,61,02 01 33.0,-01 06 33,30.387499999999996,-1.1091666666666669
zwicky,VII/4A/zwicky,VII/4A/zwicky,599,599,01 59.0,+39 32,1,163,6.6,2,137.39,-21.11,-1.1313,0.7658,-0.8327,339.01,-2.29,0.62,1.19,136,02 02 01.5,+39 46 27,30.506249999999994,39.774166666666666
zwicky,VII/4A/zwicky,VII/4A/zwicky,600,600,01 59.1,+18 12,3,70,1.1,5,145.4,-41.34,-0.824,0.468,-0.6782,319.06,-10.19,0.1,0.033,2117,02 01 50.9,+18 26 27,30.462083333333325,18.440833333333334
zwicky,VII/4A/zwicky,VII/4A/zwicky,601,601,01 59.1,+32 32,2,84,1.6,3,139.68,-27.79,-1.0332,0.6686,-0.7877,332.53,-4.98,0.15,0.07,1200,02 02 01.3,+32 46 27,30.50541666666666,32.774166666666666
zwicky,VII/4A/zwicky,VII/4A/zwicky,602,602,01 59.2,-02 26,3,55,0.7,5,159.94,-59.91,-0.5191,0.1781,-0.4876,298.9,-16.65,0.07,0.013,4107,02 01 44.4,-02 11 33,30.434999999999995,-2.1925
zwicky,VII/4A/zwicky,VII/4A/zwicky,603,603,01 59.2,+03 30,3,132,1.3,5,154.45,-54.77,-0.6053,0.2611,-0.5461,304.81,-14.97,0.12,0.046,2858,02 01 47.9,+03 44 27,30.44958333333333,3.7408333333333332
zwicky,VII/4A/zwicky,VII/4A/zwicky,604,604,01 59.5,+18 50,2,85,4.5,3,145.21,-40.71,-0.8339,0.4758,-0.6849,319.7,-10.05,0.42,0.553,153,02 02 15.3,+19 04 26,30.56374999999999,19.073888888888888
zwicky,VII/4A/zwicky,VII/4A/zwicky,605,605,01 59.6,+20 43,2,79,3.3,4,144.38,-38.94,-0.8619,0.502,-0.7007,321.49,-9.41,0.31,0.298,265,02 02 22.6,+20 57 26,30.59416666666666,20.95722222222222
zwicky,VII/4A/zwicky,VII/4A/zwicky,606,606,01 59.6,+38 33,2,138,1.7,5,137.82,-22.01,-1.1182,0.7508,-0.8286,338.15,-2.78,0.16,0.079,1747,02 02 36.7,+38 47 25,30.652916666666663,38.790277777777774
zwicky,VII/4A/zwicky,VII/4A/zwicky,607,607,02 00.0,+20 32,1,87,9.7,2,144.58,-39.08,-0.8597,0.4983,-0.7006,321.35,-9.57,0.9,2.571,33,02 02 46.5,+20 46 25,30.69374999999999,20.77361111111111
zwicky,VII/4A/zwicky,VII/4A/zwicky,608,608,02 00.2,+40 13,2,103,4.0,2,137.42,-20.39,-1.1416,0.7724,-0.8406,339.73,-2.24,0.37,0.437,235,02 03 14.5,+40 27 24,30.81041666666666,40.45666666666667
zwicky,VII/4A/zwicky,VII/4A/zwicky,609,609,02 00.6,+03 24,2,93,2.3,4,155.06,-54.69,-0.6065,0.2557,-0.55,304.82,-15.33,0.21,0.145,643,02 03 11.8,+03 38 24,30.79916666666666,3.64
zwicky,VII/4A/zwicky,VII/4A/zwicky,610,610,02 00.7,+37 25,2,81,2.8,4,138.4,-23.03,-1.1034,0.7325,-0.8251,337.19,-3.41,0.26,0.214,378,02 03 41.8,+37 39 23,30.92416666666666,37.656388888888884
zwicky,VII/4A/zwicky,VII/4A/zwicky,611,611,02 01.7,+25 57,2,89,1.9,5,142.74,-33.86,-0.9412,0.5698,-0.7491,326.6,-7.97,0.18,0.099,902,02 04 32.5,+26 11 21,31.135416666666668,26.189166666666665
zwicky,VII/4A/zwicky,VII/4A/zwicky,612,612,02 02.0,+09 40,2,67,2.3,4,151.03,-48.93,-0.7016,0.3398,-0.6138,311.08,-13.72,0.21,0.145,463,02 04 39.7,+09 54 21,31.165416666666665,9.905833333333334
zwicky,VII/4A/zwicky,VII/4A/zwicky,613,613,02 02.1,+03 07,2,84,2.6,5,155.87,-54.76,-0.6054,0.2475,-0.5525,304.65,-15.78,0.24,0.185,454,02 04 41.7,+03 21 20,31.17375,3.3555555555555556
zwicky,VII/4A/zwicky,VII/4A/zwicky,614,614,02 02.5,+17 41,3,53,1.1,5,146.65,-41.53,-0.821,0.4514,-0.6858,318.85,-11.13,0.1,0.033,1602,02 05 14.8,+17 55 19,31.311666666666664,17.921944444444446
zwicky,VII/4A/zwicky,VII/4A/zwicky,615,615,02 02.6,+18 52,1,146,12.2,1,146.1,-40.42,-0.8386,0.4678,-0.6961,319.99,-10.73,1.14,4.067,35,02 05 21.6,+19 06 19,31.339999999999996,19.10527777777778
zwicky,VII/4A/zwicky,VII/4A/zwicky,616,616,02 03.0,-02 20,3,55,1.5,5,161.41,-59.31,-0.5292,0.1687,-0.5016,299.26,-17.54,0.14,0.061,894,02 05 32.4,-02 05 41,31.384999999999998,-2.0947222222222224
zwicky,VII/4A/zwicky,VII/4A/zwicky,617,617,02 03.4,-00 16,1,91,5.9,3,159.44,-57.52,-0.5593,0.1965,-0.5237,301.37,-17.06,0.55,0.951,95,02 05 57.7,-00 01 42,31.49041666666667,-0.028333333333333335
zwicky,VII/4A/zwicky,VII/4A/zwicky,618,618,02 03.6,-01 54,2,99,2.1,5,161.19,-58.87,-0.5367,0.1731,-0.508,299.74,-17.56,0.2,0.121,821,02 06 08.7,-01 39 43,31.536249999999995,-1.6619444444444444
zwicky,VII/4A/zwicky,VII/4A/zwicky,619,619,02 03.6,+10 08,2,146,2.3,5,151.27,-48.34,-0.7112,0.3419,-0.6236,311.67,-13.94,0.21,0.145,1009,02 06 16.0,+10 22 17,31.566666666666663,10.37138888888889
zwicky,VII/4A/zwicky,VII/4A/zwicky,620,620,02 04.0,-01 32,3,43,0.8,5,160.96,-58.51,-0.5427,0.1771,-0.5131,300.14,-17.56,0.07,0.017,2458,02 06 32.9,-01 17 44,31.63708333333333,-1.2955555555555553
zwicky,VII/4A/zwicky,VII/4A/zwicky,621,621,02 04.0,+05 02,2,109,2.3,5,155.02,-52.85,-0.6371,0.269,-0.5775,306.7,-15.65,0.21,0.145,754,02 06 36.9,+05 16 16,31.65375,5.271111111111111
zwicky,VII/4A/zwicky,VII/4A/zwicky,622,622,02 04.0,+14 52,1,137,2.4,5,148.58,-43.99,-0.7817,0.4075,-0.6671,316.28,-12.44,0.22,0.157,870,02 06 43.1,+15 06 16,31.67958333333333,15.104444444444445
zwicky,VII/4A/zwicky,VII/4A/zwicky,623,623,02 05.0,+84 50,2,112,3.0,3,124.82,22.5,1.1111,0.9122,-0.6344,21.67,13.98,0.28,0.246,455,02 14 19.1,+85 04 06,33.57958333333333,85.06833333333333
zwicky,VII/4A/zwicky,VII/4A/zwicky,624,624,02 05.3,+10 12,3,71,1.5,5,151.79,-48.1,-0.7151,0.338,-0.6302,311.88,-14.31,0.14,0.061,1154,02 07 58.1,+10 26 13,31.99208333333333,10.436944444444444
zwicky,VII/4A/zwicky,VII/4A/zwicky,625,625,02 05.5,+01 10,1,131,11.6,1,158.88,-56.02,-0.5843,0.2105,-0.5451,302.97,-17.16,1.08,3.677,35,02 08 04.5,+01 24 13,32.01875,1.403611111111111
zwicky,VII/4A/zwicky,VII/4A/zwicky,626,626,02 05.5,+33 42,2,69,2.5,4,140.7,-26.26,-1.0559,0.6689,-0.8171,334.14,-5.77,0.23,0.171,404,02 08 27.3,+33 56 12,32.113749999999996,33.93666666666666
zwicky,VII/4A/zwicky,VII/4A/zwicky,627,627,02 05.9,+02 48,2,106,1.6,5,157.56,-54.57,-0.6086,0.2323,-0.5625,304.63,-16.77,0.15,0.07,1515,02 08 29.5,+03 02 12,32.12291666666666,3.0366666666666666
zwicky,VII/4A/zwicky,VII/4A/zwicky,628,628,02 06.6,+23 06,1,141,4.5,3,145.23,-36.14,-0.9059,0.5166,-0.7441,324.34,-10.06,0.42,0.553,254,02 09 24.9,+23 20 10,32.35375,23.33611111111111
zwicky,VII/4A/zwicky,VII/4A/zwicky,629,629,02 06.7,+09 05,3,102,2.1,5,153.0,-48.95,-0.7012,0.3183,-0.6248,310.9,-15.0,0.2,0.121,846,02 09 21.5,+09 19 10,32.33958333333333,9.319444444444445
zwicky,VII/4A/zwicky,VII/4A/zwicky,630,630,02 06.8,+10 25,2,82,2.7,4,152.15,-47.74,-0.7209,0.3368,-0.6374,312.22,-14.6,0.25,0.199,411,02 09 28.3,+10 39 10,32.36791666666666,10.652777777777779
zwicky,VII/4A/zwicky,VII/4A/zwicky,631,631,02 06.9,+04 37,3,74,2.2,5,156.4,-52.87,-0.6368,0.2549,-0.5835,306.51,-16.46,0.21,0.132,559,02 09 30.7,+04 51 09,32.37791666666666,4.8525
zwicky,VII/4A/zwicky,VII/4A/zwicky,632,632,02 07.0,-01 13,2,95,3.2,5,161.82,-57.83,-0.5541,0.1729,-0.5264,300.68,-18.19,0.3,0.28,339,02 09 33.1,-00 58 51,32.38791666666666,-0.9808333333333333
zwicky,VII/4A/zwicky,VII/4A/zwicky,633,633,02 07.0,+05 29,2,107,3.9,4,155.75,-52.1,-0.6495,0.2668,-0.5922,307.38,-16.22,0.36,0.416,257,02 09 37.2,+05 43 09,32.405,5.719166666666667
zwicky,VII/4A/zwicky,VII/4A/zwicky,634,634,02 07.0,+28 30,3,65,1.3,5,143.03,-31.06,-0.984,0.5918,-0.7861,329.43,-8.09,0.12,0.046,1407,02 09 53.1,+28 44 09,32.47124999999999,28.735833333333336
zwicky,VII/4A/zwicky,VII/4A/zwicky,635,635,02 07.1,+09 40,1,138,3.6,4,152.74,-48.38,-0.7105,0.3254,-0.6316,311.51,-14.91,0.34,0.354,389,02 09 45.9,+09 54 09,32.44125,9.9025
zwicky,VII/4A/zwicky,VII/4A/zwicky,636,636,02 07.3,+37 55,3,74,2.2,5,139.58,-22.16,-1.1161,0.7237,-0.8498,338.16,-4.42,0.21,0.132,559,02 10 19.6,+38 09 08,32.58166666666666,38.15222222222222
zwicky,VII/4A/zwicky,VII/4A/zwicky,637,637,02 07.4,+02 42,3,80,3.1,4,158.21,-54.47,-0.6103,0.2266,-0.5667,304.64,-17.16,0.29,0.263,304,02 09 59.5,+02 56 08,32.49791666666666,2.9355555555555557
zwicky,VII/4A/zwicky,VII/4A/zwicky,638,638,02 07.4,+07 54,2,81,1.9,5,154.07,-49.92,-0.6853,0.2997,-0.6163,309.8,-15.55,0.18,0.099,821,02 10 02.8,+08 08 08,32.51166666666666,8.135555555555555
zwicky,VII/4A/zwicky,VII/4A/zwicky,639,639,02 07.4,+27 00,2,145,2.5,4,143.74,-32.43,-0.963,0.5696,-0.7765,328.07,-8.75,0.23,0.171,849,02 10 16.0,+27 14 08,32.566666666666656,27.235555555555557
zwicky,VII/4A/zwicky,VII/4A/zwicky,640,640,02 08.0,+15 15,1,430,27.0,1,149.59,-43.24,-0.7936,0.4017,-0.6844,317.0,-13.22,2.52,19.921,21,02 10 43.6,+15 29 07,32.68166666666666,15.485277777777776
zwicky,VII/4A/zwicky,VII/4A/zwicky,641,641,02 08.2,-00 50,2,45,0.9,5,161.88,-57.34,-0.5623,0.1749,-0.5344,301.16,-18.37,0.08,0.022,2033,02 10 45.3,-00 35 53,32.68874999999999,-0.5980555555555556
zwicky,VII/4A/zwicky,VII/4A/zwicky,642,642,02 08.4,+41 40,3,76,2.0,4,138.52,-18.53,-1.168,0.7737,-0.875,341.69,-3.09,0.19,0.109,695,02 11 29.8,+41 54 05,32.87416666666666,41.90138888888889
zwicky,VII/4A/zwicky,VII/4A/zwicky,643,643,02 08.8,+11 45,3,99,2.7,5,151.93,-46.33,-0.7439,0.35,-0.6564,313.68,-14.61,0.25,0.199,496,02 11 29.3,+11 59 05,32.87208333333333,11.98472222222222
zwicky,VII/4A/zwicky,VII/4A/zwicky,644,644,02 09.1,+00 08,3,55,1.0,5,161.25,-56.42,-0.5778,0.1858,-0.5471,302.19,-18.32,0.09,0.027,2012,02 11 39.9,+00 22 04,32.91624999999999,0.36777777777777776
zwicky,VII/4A/zwicky,VII/4A/zwicky,645,645,02 09.1,+23 17,2,70,1.3,5,145.8,-35.75,-0.9118,0.5125,-0.7542,324.74,-10.52,0.12,0.046,1515,02 11 55.3,+23 31 04,32.980416666666656,23.517777777777777
zwicky,VII/4A/zwicky,VII/4A/zwicky,646,646,02 09.3,+21 25,2,88,2.2,4,146.74,-37.46,-0.8851,0.4855,-0.7402,322.99,-11.27,0.21,0.132,665,02 12 06.0,+21 39 04,33.025,21.65111111111111
zwicky,VII/4A/zwicky,VII/4A/zwicky,647,647,02 10.0,+38 52,2,173,7.0,2,139.79,-21.09,-1.1316,0.7306,-0.8641,339.24,-4.52,0.65,1.339,129,02 13 03.1,+39 06 02,33.26291666666666,39.10055555555556
zwicky,VII/4A/zwicky,VII/4A/zwicky,648,648,02 10.1,+18 57,2,120,7.3,2,148.2,-39.66,-0.8506,0.4483,-0.7229,320.72,-12.36,0.68,1.456,82,02 12 52.3,+19 11 02,33.21791666666667,19.183888888888887
zwicky,VII/4A/zwicky,VII/4A/zwicky,649,649,02 10.2,+22 55,2,60,1.6,5,146.26,-36.0,-0.908,0.5043,-0.7551,324.48,-10.89,0.15,0.07,857,02 13 01.2,+23 09 01,33.254999999999995,23.150277777777777
zwicky,VII/4A/zwicky,VII/4A/zwicky,650,650,02 10.2,+51 30,3,48,1.5,4,135.63,-9.1,-1.2975,0.9073,-0.9276,350.76,0.71,0.14,0.061,780,02 13 31.6,+51 44 01,33.38166666666667,51.73361111111111
zwicky,VII/4A/zwicky,VII/4A/zwicky,651,651,02 10.3,+30 49,2,70,1.5,5,142.87,-28.64,-1.0206,0.616,-0.8136,331.87,-7.84,0.14,0.061,1138,02 13 13.5,+31 03 01,33.30625,31.05027777777778
zwicky,VII/4A/zwicky,VII/4A/zwicky,652,652,02 10.9,+50 38,1,182,11.9,1,136.02,-9.89,-1.287,0.8938,-0.9261,350.02,0.24,1.11,3.87,47,02 14 12.5,+50 51 59,33.55208333333333,50.86638888888889
zwicky,VII/4A/zwicky,VII/4A/zwicky,653,653,02 11.0,+25 50,3,130,2.5,3,145.14,-33.23,-0.9508,0.5435,-0.7802,327.29,-9.95,0.23,0.171,761,02 13 51.5,+26 03 59,33.46458333333333,26.06638888888889
zwicky,VII/4A/zwicky,VII/4A/zwicky,654,654,02 11.2,+00 09,2,99,2.0,5,162.02,-56.11,-0.5829,0.18,-0.5544,302.37,-18.82,0.19,0.109,905,02 13 45.9,+00 22 59,33.44125,0.38305555555555554
zwicky,VII/4A/zwicky,VII/4A/zwicky,655,655,02 11.3,-01 45,3,83,2.5,5,164.04,-57.66,-0.557,0.1532,-0.5356,300.44,-19.37,0.23,0.171,485,02 13 50.7,-01 31 01,33.46125,-1.5169444444444444
zwicky,VII/4A/zwicky,VII/4A/zwicky,656,656,02 11.7,+11 38,2,55,1.5,5,152.93,-46.12,-0.7473,0.3401,-0.6654,313.82,-15.32,0.14,0.061,894,02 14 23.4,+11 51 58,33.5975,11.866111111111111
zwicky,VII/4A/zwicky,VII/4A/zwicky,657,657,02 12.0,+10 20,2,146,5.3,4,153.89,-47.24,-0.7291,0.3209,-0.6547,312.57,-15.83,0.49,0.768,190,02 14 40.5,+10 33 57,33.668749999999996,10.565833333333334
zwicky,VII/4A/zwicky,VII/4A/zwicky,658,658,02 12.0,+37 01,3,57,1.2,4,140.86,-22.7,-1.1083,0.6996,-0.8596,337.71,-5.64,0.11,0.039,1448,02 15 01.6,+37 14 57,33.75666666666666,37.24916666666667
zwicky,VII/4A/zwicky,VII/4A/zwicky,659,659,02 12.7,+06 55,1,101,8.0,3,156.6,-50.16,-0.6815,0.2706,-0.6254,309.27,-17.11,0.75,1.749,57,02 15 20.3,+07 08 56,33.83458333333333,7.148888888888889
zwicky,VII/4A/zwicky,VII/4A/zwicky,660,660,02 12.8,+11 09,3,53,1.2,5,153.59,-46.43,-0.7423,0.3301,-0.6649,313.44,-15.73,0.11,0.039,1346,02 15 29.1,+11 22 55,33.871249999999996,11.381944444444445
zwicky,VII/4A/zwicky,VII/4A/zwicky,661,661,02 13.0,+08 25,2,93,1.7,5,155.57,-48.81,-0.7035,0.2909,-0.6405,310.78,-16.7,0.16,0.079,1177,02 15 39.3,+08 38 55,33.91374999999999,8.64861111111111
zwicky,VII/4A/zwicky,VII/4A/zwicky,662,662,02 13.3,+25 00,3,125,3.2,4,146.09,-33.8,-0.942,0.5255,-0.7818,326.72,-10.75,0.3,0.28,446,02 16 09.1,+25 13 54,34.03791666666666,25.231666666666666
zwicky,VII/4A/zwicky,VII/4A/zwicky,663,663,02 13.6,-03 03,2,99,5.0,3,166.37,-58.36,-0.5453,0.1285,-0.53,299.28,-20.27,0.47,0.683,144,02 16 07.9,-02 49 06,34.032916666666665,-2.818333333333333
zwicky,VII/4A/zwicky,VII/4A/zwicky,664,664,02 13.7,+16 37,3,98,1.8,5,150.49,-41.43,-0.8226,0.4051,-0.7159,318.81,-14.0,0.17,0.089,1106,02 16 26.9,+16 50 53,34.11208333333333,16.848055555555554
zwicky,VII/4A/zwicky,VII/4A/zwicky,665,665,02 13.8,+18 59,2,68,1.8,4,149.21,-39.27,-0.8567,0.4385,-0.736,321.09,-13.15,0.17,0.089,768,02 16 34.6,+19 12 53,34.14416666666666,19.21472222222222
zwicky,VII/4A/zwicky,VII/4A/zwicky,666,666,02 13.9,+17 34,2,59,1.1,5,150.02,-40.55,-0.8365,0.4181,-0.7246,319.74,-13.71,0.1,0.033,1784,02 16 39.6,+17 47 53,34.165,17.798055555555557
zwicky,VII/4A/zwicky,VII/4A/zwicky,667,667,02 14.1,-02 14,2,64,1.9,4,165.63,-57.63,-0.5575,0.1384,-0.54,300.16,-20.18,0.18,0.099,648,02 16 38.4,-02 00 08,34.16,-2.002222222222222
zwicky,VII/4A/zwicky,VII/4A/zwicky,668,668,02 14.2,+11 06,3,79,3.5,5,154.07,-46.31,-0.7442,0.3254,-0.6692,313.51,-16.07,0.33,0.335,236,02 16 53.1,+11 19 52,34.22124999999999,11.331111111111111
zwicky,VII/4A/zwicky,VII/4A/zwicky,669,669,02 14.2,+20 45,2,61,1.5,5,148.4,-37.62,-0.8826,0.4625,-0.7517,322.8,-12.58,0.14,0.061,992,02 17 00.0,+20 58 52,34.24999999999999,20.981111111111108
zwicky,VII/4A/zwicky,VII/4A/zwicky,670,670,02 14.9,+39 35,2,105,2.4,4,140.48,-20.09,-1.1459,0.7291,-0.884,340.3,-5.07,0.22,0.157,667,02 17 58.9,+39 48 50,34.495416666666664,39.81388888888888
zwicky,VII/4A/zwicky,VII/4A/zwicky,671,671,02 15.0,+17 16,3,78,1.9,4,150.5,-40.71,-0.834,0.4107,-0.7259,319.55,-14.06,0.18,0.099,790,02 17 45.5,+17 29 50,34.43958333333333,17.497222222222224
zwicky,VII/4A/zwicky,VII/4A/zwicky,672,672,02 15.0,+86 30,2,100,4.0,2,124.4,24.14,1.0873,0.8971,-0.6144,23.35,14.39,0.37,0.437,228,02 28 28.3,+86 43 37,37.117916666666666,86.72694444444444
zwicky,VII/4A/zwicky,VII/4A/zwicky,673,673,02 15.2,+39 05,3,55,1.0,5,140.73,-20.54,-1.1394,0.7213,-0.8821,339.87,-5.35,0.09,0.027,2012,02 18 16.4,+39 18 49,34.56833333333333,39.31361111111111
zwicky,VII/4A/zwicky,VII/4A/zwicky,674,674,02 15.8,-00 38,2,71,1.5,5,164.51,-56.09,-0.5832,0.1558,-0.562,301.92,-20.14,0.14,0.061,1154,02 18 21.4,-00 24 12,34.58916666666666,-0.4033333333333334
zwicky,VII/4A/zwicky,VII/4A/zwicky,675,675,02 15.8,+01 40,3,55,1.2,5,162.2,-54.21,-0.6146,0.1879,-0.5851,304.26,-19.47,0.11,0.039,1397,02 18 22.9,+01 53 48,34.59541666666666,1.8966666666666667
zwicky,VII/4A/zwicky,VII/4A/zwicky,676,676,02 15.9,+28 19,2,93,1.9,5,145.23,-30.52,-0.9922,0.5659,-0.815,330.05,-9.96,0.18,0.099,942,02 18 48.2,+28 32 47,34.70083333333332,28.54638888888889
zwicky,VII/4A/zwicky,VII/4A/zwicky,677,677,02 16.0,+27 46,3,85,1.6,5,145.49,-31.02,-0.9846,0.5578,-0.8114,329.54,-10.2,0.15,0.07,1215,02 18 53.7,+27 59 47,34.723749999999995,27.99638888888889
zwicky,VII/4A/zwicky,VII/4A/zwicky,678,678,02 16.0,+36 25,2,485,24.1,1,141.9,-22.98,-1.1042,0.6813,-0.8689,337.51,-6.62,2.25,15.871,30,02 19 01.7,+36 38 47,34.75708333333333,36.646388888888886
zwicky,VII/4A/zwicky,VII/4A/zwicky,679,679,02 16.1,+06 29,3,55,1.2,5,158.08,-50.11,-0.6823,0.2547,-0.633,309.12,-18.05,0.11,0.039,1397,02 18 44.1,+06 42 47,34.68374999999999,6.713055555555556
zwicky,VII/4A/zwicky,VII/4A/zwicky,680,680,02 16.3,+25 05,3,64,2.7,4,146.8,-33.46,-0.9473,0.5186,-0.7927,327.07,-11.34,0.25,0.199,321,02 19 09.5,+25 18 47,34.789583333333326,25.313055555555557
zwicky,VII/4A/zwicky,VII/4A/zwicky,681,681,02 16.5,+43 53,2,89,2.9,4,139.22,-15.95,-1.2043,0.7866,-0.9119,344.32,-3.5,0.27,0.23,387,02 19 40.3,+44 06 46,34.91791666666666,44.11277777777778
zwicky,VII/4A/zwicky,VII/4A/zwicky,682,682,02 16.8,+38 57,2,84,3.7,3,141.09,-20.55,-1.1392,0.7156,-0.8864,339.89,-5.68,0.35,0.374,224,02 19 52.5,+39 10 45,34.96874999999999,39.17916666666667
