catalog,vizier_source,vizier_table,recno,Name,RAJ2000,DEJ2000,Sep,Photz,E_Photz,e_Photz,Rich,e_Rich,RA_deg,Dec_deg
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,905,MOO J1150-1134,11 50 43.56,-11 34 19.0,10,0.99,0.08,0.07,28,6,177.6815,-11.571944444444444
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,906,MOO J1151+1821,11 51 54.42,+18 20 49.4,55,1e+20,1e+20,1e+20,16959,63,177.97674999999995,18.347055555555556
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,907,MOO J1152+4950,11 52 47.53,+49 50 21.4,14,1.09,0.04,0.04,34,6,178.19804166666663,49.83927777777778
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,908,MOO J1153+0735,11 53 29.48,+07 35 08.2,11,1.09,0.09,0.09,33,6,178.3728333333333,7.585611111111111
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,909,MOO J1153+0735,11 53 29.48,+07 35 08.2,11,1.09,0.09,0.09,33,6,178.3728333333333,7.585611111111111
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,910,MOO J1154+2012,11 54 05.85,+20 12 34.3,19,1.08,0.08,0.09,13,4,178.524375,20.209527777777776
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,911,MOO J1154-1118,11 54 17.73,-11 19 05.2,36,1.21,0.07,0.08,26,5,178.573875,-11.318111111111111
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,912,MOO J1155-0820,11 55 17.08,-08 20 33.2,11,1.21,0.08,0.09,28,5,178.82116666666664,-8.342555555555556
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,913,MOO J1155+3155,11 55 22.98,+31 55 38.3,14,1.33,0.06,0.09,33,6,178.84574999999998,31.92730555555556
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,914,MOO J1155+3155,11 55 22.98,+31 55 38.3,14,1.33,0.06,0.09,33,6,178.84574999999998,31.92730555555556
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,915,MOO J1155+3155,11 55 22.98,+31 55 38.3,14,1.33,0.06,0.09,33,6,178.84574999999998,31.92730555555556
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,916,MOO J1157+3339,11 57 02.87,+33 39 49.9,17,1.12,0.05,0.05,37,6,179.2619583333333,33.66386111111111
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,917,MOO J1157+3339,11 57 02.87,+33 39 49.9,17,1.12,0.05,0.05,37,6,179.2619583333333,33.66386111111111
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,918,MOO J1159+0001,11 59 05.52,+00 01 44.3,10,1.35,0.06,0.05,30,5,179.77299999999997,0.0289722222222222
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,919,MOO J1159+0629,11 59 47.79,+06 30 01.3,18,1.05,0.07,0.07,26,5,179.94912499999998,6.500361111111111
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,920,MOO J1159+2419,11 59 51.03,+24 19 00.7,24,1.14,0.07,0.05,35,6,179.96262499999995,24.316861111111116
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,921,MOO J1200-2210,12 00 52.98,-22 10 45.2,38,1.02,0.1,0.1,13,4,180.22075,-22.179222222222226
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,922,MOO J1200+2047,12 00 55.35,+20 47 37.8,16,0.97,0.09,0.1,25,5,180.230625,20.793833333333332
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,923,MOO J1201+6859,12 01 08.47,+68 59 59.1,18,1.1,0.09,0.08,56,7,180.28529166666667,68.99975
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,924,MOO J1201+2435,12 01 07.04,+24 35 09.6,16,0.97,0.03,0.03,58,8,180.2793333333333,24.586
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,925,MOO J1201+2435,12 01 07.04,+24 35 09.6,16,0.97,0.03,0.03,58,8,180.2793333333333,24.586
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,926,MOO J1201+2659,12 01 25.98,+26 59 13.1,16,0.98,0.03,0.03,48,7,180.35825,26.986972222222224
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,927,MOO J1201+2659,12 01 25.98,+26 59 13.1,16,0.98,0.03,0.03,48,7,180.35825,26.986972222222224
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,928,MOO J1202-2106,12 02 32.30,-21 05 51.6,11,1.08,0.06,0.07,34,6,180.63458333333327,-21.097666666666665
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,929,MOO J1203-0909,12 03 05.91,-09 08 35.3,41,1.24,0.04,0.04,56,7,180.774625,-9.143138888888888
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,930,MOO J1203+2030,12 03 16.06,+20 30 12.9,5,1.05,0.07,0.07,21,5,180.81691666666663,20.50358333333333
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,931,MOO J1203-2932,12 03 39.75,-29 32 48.2,23,1.32,0.05,0.08,28,5,180.915625,-29.546722222222225
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,932,MOO J1203-2932,12 03 39.75,-29 32 48.2,23,1.32,0.05,0.08,28,5,180.915625,-29.546722222222225
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,933,MOO J1204-0059,12 04 23.18,-00 59 19.8,17,1.08,0.1,0.1,17,5,181.0965833333333,-0.9888333333333332
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,934,MOO J1204+1525,12 04 59.85,+15 25 21.2,9,1.08,0.05,0.06,39,6,181.249375,15.422555555555554
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,935,MOO J1205+3458,12 05 14.28,+34 58 53.3,13,1.02,0.08,0.07,26,5,181.3095,34.98147222222222
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,936,MOO J1205-0902,12 05 46.35,-09 02 14.0,27,1.08,0.09,0.09,24,5,181.443125,-9.037222222222224
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,937,MOO J1206-0136,12 06 42.62,-01 35 49.5,15,0.84,0.11,0.08,6,4,181.6775833333333,-1.5970833333333334
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,938,MOO J1207-2819,12 07 15.83,-28 19 07.9,26,0.98,0.03,0.03,51,7,181.81595833333333,-28.31886111111111
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,939,MOO J1207+3643,12 07 15.26,+36 43 06.1,13,1.06,0.07,0.06,41,6,181.81358333333333,36.71836111111112
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,940,MOO J1207+5352,12 07 16.35,+53 52 52.8,12,1.24,0.06,0.08,38,6,181.818125,53.88133333333333
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,941,MOO J1207+1526,12 07 31.18,+15 26 39.6,40,1.47,0.2,0.09,27,5,181.87991666666665,15.444333333333333
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,942,MOO J1207+1500,12 07 29.40,+14 59 57.7,34,1.13,0.1,0.08,28,5,181.8725,14.99936111111111
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,943,MOO J1207-0549,12 07 37.57,-05 49 36.7,13,1.1,0.05,0.04,33,6,181.90654166666667,-5.826861111111111
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,944,MOO J1207+0224,12 07 53.29,+02 24 09.8,14,1.06,0.07,0.06,21,5,181.97204166666663,2.402722222222222
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,945,MOO J1207+0224,12 07 53.29,+02 24 09.8,14,1.06,0.07,0.06,21,5,181.97204166666663,2.402722222222222
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,946,MOO J1208+0501,12 08 22.36,+05 01 50.3,5,0.9,0.05,0.04,43,7,182.09316666666663,5.030638888888888
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,947,MOO J1208+0501,12 08 22.36,+05 01 50.3,5,0.9,0.05,0.04,43,7,182.09316666666663,5.030638888888888
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,948,MOO J1208+2605,12 08 40.21,+26 04 58.1,3,1.26,0.05,0.08,33,6,182.16754166666664,26.08280555555556
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,949,MOO J1208-2410,12 08 43.73,-24 10 13.5,15,1.08,0.07,0.08,23,5,182.1822083333333,-24.170416666666668
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,950,MOO J1209+1652,12 09 08.04,+16 53 00.6,19,1.08,0.08,0.08,37,6,182.2835,16.883499999999998
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,951,MOO J1209+1652,12 09 08.04,+16 53 00.6,19,1.08,0.08,0.08,37,6,182.2835,16.883499999999998
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,952,MOO J1211-2725,12 11 51.30,-27 25 31.5,15,0.96,0.06,0.07,28,6,182.96375,-27.425416666666667
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,953,MOO J1213+4110,12 13 01.14,+41 10 28.4,3,1.17,0.05,0.04,30,5,183.25475,41.17455555555555
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,954,MOO J1213+1939,12 13 07.44,+19 39 22.6,25,1.23,0.07,0.1,31,5,183.281,19.656277777777778
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,955,MOO J1213+2516,12 13 27.67,+25 16 04.4,9,1.05,0.1,0.1,17,4,183.36529166666665,25.267888888888887
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,956,MOO J1213-1124,12 13 52.88,-11 24 24.3,8,0.96,0.09,0.1,13,4,183.4703333333333,-11.40675
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,957,MOO J1214-2200,12 14 24.45,-22 00 11.1,16,1.17,0.1,0.08,33,6,183.60187499999995,-22.003083333333333
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,958,MOO J1214-2200,12 14 24.45,-22 00 11.1,16,1.17,0.1,0.08,33,6,183.60187499999995,-22.003083333333333
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,959,MOO J1214-2200,12 14 24.45,-22 00 11.1,16,1.17,0.1,0.08,33,6,183.60187499999995,-22.003083333333333
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,960,MOO J1216+3006,12 16 11.80,+30 06 13.6,51,1e+20,1e+20,1e+20,16959,63,184.04916666666665,30.10377777777778
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,961,MOO J1216-0033,12 16 49.61,-00 33 28.6,40,0.96,0.09,0.09,18,5,184.20670833333327,-0.5579444444444445
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,962,MOO J1216+7207,12 16 58.85,+72 07 07.9,1,1.03,0.07,0.06,44,7,184.24520833333327,72.1188611111111
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,963,MOO J1216+7207,12 16 58.85,+72 07 07.9,1,1.03,0.07,0.06,44,7,184.24520833333327,72.1188611111111
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,964,MOO J1217+2501,12 17 34.16,+25 01 20.0,22,1.26,0.08,0.12,23,5,184.3923333333333,25.022222222222226
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,965,MOO J1217+2501,12 17 34.16,+25 01 20.0,22,1.26,0.08,0.12,23,5,184.3923333333333,25.022222222222226
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,966,MOO J1218-0942,12 18 32.28,-09 42 31.1,24,0.88,0.03,0.03,50,7,184.6345,-9.708638888888888
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,967,MOO J1218+3224,12 18 32.54,+32 25 09.0,33,0.93,0.1,0.09,23,5,184.6355833333333,32.41916666666666
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,968,MOO J1219+6343,12 19 06.65,+63 43 56.5,17,1.52,0.17,0.07,33,5,184.7777083333333,63.73236111111111
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,969,MOO J1219-1727,12 19 48.83,-17 26 53.3,24,0.97,0.04,0.05,50,7,184.9534583333333,-17.448138888888888
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,970,MOO J1219-2540,12 19 56.36,-25 40 55.2,20,0.89,0.07,0.06,27,5,184.9848333333333,-25.682
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,971,MOO J1219+2409,12 19 59.29,+24 09 33.6,18,1.23,0.06,0.08,28,5,184.99704166666663,24.159333333333333
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,972,MOO J1219+2409,12 19 59.29,+24 09 33.6,18,1.23,0.06,0.08,28,5,184.99704166666663,24.159333333333333
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,973,MOO J1220-0210,12 20 05.74,-02 09 48.8,24,0.98,0.04,0.04,32,6,185.02391666666665,-2.1635555555555555
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,974,MOO J1220+1431,12 20 09.07,+14 31 06.2,18,1.28,0.08,0.12,15,4,185.03779166666664,14.51838888888889
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,975,MOO J1220+2440,12 20 21.18,+24 41 36.0,52,1e+20,1e+20,1e+20,16959,63,185.08825,24.69333333333333
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,976,MOO J1220+1126,12 20 56.38,+11 26 24.7,16,1.17,0.09,0.07,31,6,185.23491666666663,11.440194444444444
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,977,MOO J1221-2919,12 21 00.74,-29 18 36.8,34,1.06,0.05,0.05,25,5,185.25308333333328,-29.310222222222222
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,978,MOO J1221+2859,12 21 23.05,+28 59 45.7,9,1.19,0.07,0.06,34,6,185.34604166666665,28.99602777777778
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,979,MOO J1222-1221,12 22 41.14,-12 21 33.9,17,0.93,0.08,0.08,18,5,185.67141666666663,-12.359416666666666
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,980,MOO J1222-1221,12 22 41.14,-12 21 33.9,17,0.93,0.08,0.08,18,5,185.67141666666663,-12.359416666666666
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,981,MOO J1222-1221,12 22 41.14,-12 21 33.9,17,0.93,0.08,0.08,18,5,185.67141666666663,-12.359416666666666
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,982,MOO J1223+6902,12 23 40.96,+69 02 36.9,16,1.43,0.05,0.05,21,4,185.92066666666665,69.04358333333333
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,983,MOO J1223+1927,12 23 53.99,+19 26 43.2,51,1e+20,1e+20,1e+20,16959,63,185.9749583333333,19.44533333333333
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,984,MOO J1223+2420,12 23 54.39,+24 20 26.0,7,1.09,0.04,0.04,51,7,185.976625,24.340555555555557
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,985,MOO J1224+1201,12 24 02.94,+12 01 04.3,41,1.68,0.07,0.2,21,4,186.01225,12.017861111111111
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,986,MOO J1224+0446,12 24 18.35,+04 46 50.3,31,1.08,0.05,0.06,41,6,186.0764583333333,4.780638888888888
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,987,MOO J1224+0446,12 24 18.35,+04 46 50.3,31,1.08,0.05,0.06,41,6,186.0764583333333,4.780638888888888
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,988,MOO J1225+4702,12 25 48.12,+47 02 31.9,23,1.03,0.07,0.06,33,6,186.4505,47.04219444444444
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,989,MOO J1225+3516,12 25 46.60,+35 17 01.2,27,1.38,0.04,0.04,24,5,186.44416666666663,35.28366666666666
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,990,MOO J1225+3516,12 25 46.60,+35 17 01.2,27,1.38,0.04,0.04,24,5,186.44416666666663,35.28366666666666
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,991,MOO J1225+3516,12 25 46.60,+35 17 01.2,27,1.38,0.04,0.04,24,5,186.44416666666663,35.28366666666666
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,992,MOO J1227+2922,12 27 43.35,+29 22 11.1,25,0.84,0.11,0.08,23,6,186.930625,29.36975
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,993,MOO J1228-2617,12 28 14.34,-26 17 43.3,9,1.23,0.08,0.11,23,5,187.05975,-26.295361111111117
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,994,MOO J1228+7218,12 28 37.41,+72 18 16.0,8,1.28,0.07,0.09,24,5,187.155875,72.30444444444444
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,995,MOO J1228+7218,12 28 37.41,+72 18 16.0,8,1.28,0.07,0.09,24,5,187.155875,72.30444444444444
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,996,MOO J1230+7054,12 30 30.63,+70 53 37.3,27,1.1,0.06,0.05,24,5,187.627625,70.89369444444445
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,997,MOO J1231-2133,12 31 13.70,-21 33 40.8,6,1.53,0.22,0.08,23,5,187.8070833333333,-21.561333333333334
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,998,MOO J1231+6533,12 31 18.09,+65 33 23.7,19,0.99,0.04,0.03,50,7,187.825375,65.55658333333334
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,999,MOO J1232+5604,12 32 16.19,+56 03 50.7,24,0.89,0.08,0.07,24,5,188.0674583333333,56.06408333333333
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,1000,MOO J1232+4731,12 32 20.90,+47 31 50.9,17,1.16,0.15,0.14,13,4,188.0870833333333,47.53080555555555
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,1001,MOO J1232+4731,12 32 20.90,+47 31 50.9,17,1.16,0.15,0.14,13,4,188.0870833333333,47.53080555555555
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,1002,MOO J1234-2437,12 34 22.55,-24 37 15.0,9,1.43,0.04,0.05,30,5,188.5939583333333,-24.620833333333334
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,1003,MOO J1234+4021,12 34 25.68,+40 20 35.8,28,1.19,0.07,0.06,26,5,188.607,40.34327777777778
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,1004,MOO J1234-1535,12 34 49.40,-15 34 32.5,28,1.06,0.13,0.12,21,5,188.7058333333333,-15.575694444444444
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,1005,MOO J1237-1358,12 37 20.69,-13 58 38.7,14,0.94,0.06,0.06,32,6,189.33620833333333,-13.977416666666668
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,1006,MOO J1237-1401,12 37 25.46,-14 01 23.8,3,1.4,0.06,0.06,33,5,189.3560833333333,-14.023277777777778
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,1007,MOO J1237-1401,12 37 25.46,-14 01 23.8,3,1.4,0.06,0.06,33,5,189.3560833333333,-14.023277777777778
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,1008,MOO J1237-1401,12 37 25.46,-14 01 23.8,3,1.4,0.06,0.06,33,5,189.3560833333333,-14.023277777777778
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,1009,MOO J1237-1401,12 37 25.46,-14 01 23.8,3,1.4,0.06,0.06,33,5,189.3560833333333,-14.023277777777778
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,1010,MOO J1238+2216,12 38 50.54,+22 16 33.2,17,1.21,0.07,0.08,29,5,189.7105833333333,22.27588888888889
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,1011,MOO J1238-0232,12 38 57.39,-02 32 16.6,0,0.94,0.1,0.09,12,4,189.739125,-2.5379444444444443
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,1012,MOO J1239-0206,12 39 13.19,-02 06 38.2,16,0.83,0.12,0.1,19,5,189.80495833333333,-2.110611111111111
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,1013,MOO J1241+3842,12 41 00.73,+38 42 22.0,12,1.16,0.05,0.05,41,6,190.25304166666663,38.70611111111111
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,1014,MOO J1241+0011,12 41 00.76,+00 11 50.4,24,0.84,0.08,0.05,34,6,190.25316666666663,0.1973333333333333
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,1015,MOO J1241+0011,12 41 00.76,+00 11 50.4,24,0.84,0.08,0.05,34,6,190.25316666666663,0.1973333333333333
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,1016,MOO J1241+6552,12 41 33.97,+65 53 00.1,52,1e+20,1e+20,1e+20,16959,63,190.39154166666663,65.88336111111111
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,1017,MOO J1241+3404,12 41 36.52,+34 04 40.6,2,1.27,0.05,0.08,31,5,190.40216666666663,34.07794444444445
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,1018,MOO J1241+6339,12 41 46.19,+63 39 00.0,10,1.38,0.05,0.04,22,4,190.4424583333333,63.65
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,1019,MOO J1242-2023,12 42 16.93,-20 23 46.1,16,1.27,0.06,0.09,41,6,190.57054166666663,-20.39613888888889
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,1020,MOO J1243+2129,12 43 38.31,+21 29 20.9,17,1.37,0.05,0.04,33,6,190.909625,21.48913888888889
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,1021,MOO J1243+2129,12 43 38.31,+21 29 20.9,17,1.37,0.05,0.04,33,6,190.909625,21.48913888888889
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,1022,MOO J1245-2157,12 45 20.64,-21 57 55.7,35,0.94,0.1,0.09,11,4,191.336,-21.96547222222222
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,1023,MOO J1245+7613,12 45 27.45,+76 13 18.3,18,1.03,0.07,0.06,39,6,191.364375,76.22175
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,1024,MOO J1245+6029,12 45 29.00,+60 29 40.5,17,1.21,0.09,0.1,29,5,191.3708333333333,60.49458333333333
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,1025,MOO J1245+3916,12 45 56.99,+39 16 46.4,7,1.16,0.09,0.08,26,5,191.4874583333333,39.279555555555554
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,1026,MOO J1246+4642,12 46 47.17,+46 42 57.3,11,0.9,0.04,0.03,47,7,191.69654166666663,46.71591666666667
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,1027,MOO J1247-1921,12 47 28.98,-19 21 58.4,23,1.12,0.09,0.09,14,4,191.87075,-19.366222222222223
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,1028,MOO J1248+2020,12 48 23.26,+20 19 38.9,46,1e+20,1e+20,1e+20,16959,63,192.09691666666663,20.327472222222223
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,1029,MOO J1248+0258,12 48 39.42,+02 58 30.8,6,1.13,0.09,0.08,30,6,192.16425,2.9752222222222224
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,1030,MOO J1248+6723,12 48 36.67,+67 24 23.7,59,1e+20,1e+20,1e+20,16959,63,192.15279166666664,67.40658333333334
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,1031,MOO J1248+0810,12 48 53.49,+08 10 58.2,51,1e+20,1e+20,1e+20,16959,63,192.222875,8.182833333333333
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,1032,MOO J1248+6117,12 48 56.05,+61 17 21.2,16,0.94,0.07,0.07,21,5,192.23354166666667,61.28922222222222
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,1033,MOO J1249+0612,12 49 27.39,+06 11 58.4,8,1.32,0.05,0.08,41,6,192.364125,6.199555555555556
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,1034,MOO J1249-0209,12 49 42.71,-02 09 55.9,4,1.23,0.07,0.09,20,4,192.4279583333333,-2.1655277777777777
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,1035,MOO J1250+1511,12 50 36.30,+15 12 09.0,29,1.09,0.07,0.07,23,5,192.65125,15.2025
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,1036,MOO J1250-0729,12 50 40.54,-07 28 55.8,32,0.99,0.08,0.07,29,6,192.66891666666663,-7.482166666666667
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,1037,MOO J1250+4533,12 50 45.15,+45 33 51.8,13,1.1,0.08,0.07,31,6,192.688125,45.564388888888885
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,1038,MOO J1251+0250,12 51 00.93,+02 51 26.2,55,1e+20,1e+20,1e+20,16959,63,192.753875,2.857277777777778
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,1039,MOO J1251+2823,12 51 01.48,+28 24 23.7,45,1e+20,1e+20,1e+20,16959,63,192.75616666666664,28.40658333333333
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,1040,MOO J1251+2823,12 51 01.48,+28 24 23.7,45,1e+20,1e+20,1e+20,16959,63,192.75616666666664,28.40658333333333
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,1041,MOO J1251+1532,12 51 27.96,+15 31 57.3,12,1.09,0.1,0.09,33,6,192.8665,15.532583333333337
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,1042,MOO J1251+1019,12 51 39.11,+10 19 19.6,11,1.46,0.1,0.08,13,3,192.9129583333333,10.322111111111113
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,1043,MOO J1251+2519,12 51 39.90,+25 19 46.1,29,1.1,0.09,0.08,24,5,192.91625,25.329472222222225
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,1044,MOO J1251+4320,12 51 52.03,+43 20 32.4,14,1.19,0.09,0.08,39,6,192.96679166666664,43.342333333333336
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,1045,MOO J1251+4320,12 51 52.03,+43 20 32.4,14,1.19,0.09,0.08,39,6,192.96679166666664,43.342333333333336
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,1046,MOO J1252+0700,12 52 47.41,+07 00 56.9,2,0.94,0.09,0.08,28,6,193.19754166666667,7.015805555555556
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,1047,MOO J1253-0633,12 53 46.03,-06 33 42.5,11,1.02,0.09,0.08,20,5,193.44179166666663,-6.561805555555555
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,1048,MOO J1253-0633,12 53 46.03,-06 33 42.5,11,1.02,0.09,0.08,20,5,193.44179166666663,-6.561805555555555
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,1049,MOO J1253-0633,12 53 46.03,-06 33 42.5,11,1.02,0.09,0.08,20,5,193.44179166666663,-6.561805555555555
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,1050,MOO J1254+0912,12 54 25.65,+09 12 40.2,22,1.08,0.1,0.1,21,5,193.606875,9.211166666666664
